jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD
New Jersey,3/30/2019,1440,41,290,32,67,28,66,32,34,28,375,54
New Jersey,4/6/2019,1420,40,297,47,61,28,70,38,28,17,351,71
New Jersey,4/13/2019,1402,47,291,35,52,21,62,37,36,27,349,59
New Jersey,4/20/2019,1390,38,288,31,44,22,64,31,24,29,363,56
New Jersey,4/27/2019,1310,35,266,46,47,24,58,43,34,17,340,67
New Jersey,5/4/2019,1381,40,299,45,40,27,60,29,19,25,339,66
New Jersey,5/11/2019,1341,35,292,31,40,22,54,30,36,30,335,58
New Jersey,5/18/2019,1354,35,292,29,41,23,58,41,28,28,321,61
New Jersey,5/25/2019,1385,31,280,37,43,29,50,40,21,20,341,68
New Jersey,6/1/2019,1405,36,296,38,39,19,53,32,28,15,369,58
New Jersey,6/8/2019,1403,39,303,37,61,24,58,29,22,26,353,78
New Jersey,6/15/2019,1337,30,288,29,40,18,59,27,33,24,334,69
New Jersey,6/22/2019,1294,35,283,37,44,18,49,26,22,17,327,53
New Jersey,6/29/2019,1346,45,279,37,29,15,54,28,41,20,366,60
New Jersey,7/6/2019,1388,47,277,45,51,19,62,30,27,27,341,55
New Jersey,7/13/2019,1390,48,307,35,51,21,56,28,30,18,357,72
New Jersey,7/20/2019,1335,29,297,32,34,20,57,29,35,28,321,67
New Jersey,7/27/2019,1355,27,321,35,48,20,51,34,27,16,342,64
New Jersey,8/3/2019,1290,37,273,34,48,21,56,36,26,17,340,56
New Jersey,8/10/2019,1333,34,284,40,51,23,41,25,31,20,303,48
New Jersey,8/17/2019,1308,34,286,33,47,17,48,23,22,24,359,57
New Jersey,8/24/2019,1386,30,303,34,57,12,56,29,21,24,326,70
New Jersey,8/31/2019,1271,32,303,32,46,15,29,29,23,21,283,69
New Jersey,9/7/2019,1324,39,303,33,53,15,44,28,39,21,314,51
New Jersey,9/14/2019,1292,38,289,24,33,19,54,25,29,23,332,65
New Jersey,9/21/2019,1351,32,312,35,46,18,53,38,31,22,314,55
New Jersey,9/28/2019,1311,32,292,22,41,18,52,38,26,18,298,65
New Jersey,10/5/2019,1356,43,282,30,55,21,51,30,28,17,324,64
New Jersey,10/12/2019,1406,37,288,38,47,23,46,39,36,19,341,64
New Jersey,10/19/2019,1405,38,291,25,54,20,53,27,24,25,362,71
New Jersey,10/26/2019,1452,36,313,48,47,30,54,34,34,24,363,68
New Jersey,11/2/2019,1320,43,276,30,46,21,46,26,39,26,310,70
New Jersey,11/9/2019,1464,24,297,38,50,36,47,29,33,23,342,72
New Jersey,11/16/2019,1470,43,312,37,64,27,51,37,29,21,347,73
New Jersey,11/23/2019,1493,36,291,34,56,17,58,22,35,25,391,78
New Jersey,11/30/2019,1428,42,304,35,49,19,46,38,39,14,372,59
New Jersey,12/7/2019,1540,44,286,45,63,21,76,24,36,22,389,63
New Jersey,12/14/2019,1586,40,314,41,67,26,69,36,27,27,389,86
New Jersey,12/21/2019,1459,26,296,33,50,19,77,27,41,12,371,82
New Jersey,12/28/2019,1566,48,294,44,55,28,61,31,37,31,430,57
New Mexico,1/4/2014,355,,59,15,,11,44,,,,66,14
New Mexico,1/11/2014,344,,51,17,,14,24,,,0,68,21
New Mexico,1/18/2014,357,,58,16,14,13,29,,,,57,12
New Mexico,1/25/2014,370,,76,17,12,20,38,,,,65,17
New Mexico,2/1/2014,363,,75,12,10,,23,,,0,78,16
New Mexico,2/8/2014,371,,67,20,,,33,,,,77,
New Mexico,2/15/2014,362,,60,17,,20,31,,,,62,
New Mexico,2/22/2014,330,,62,10,13,11,18,,,,67,15
New Mexico,3/1/2014,339,,71,,,13,25,,,0,62,17
New Mexico,3/8/2014,334,,73,10,,,31,,,,69,13
New Mexico,3/15/2014,354,,72,14,11,10,28,,11,0,72,11
New Mexico,3/22/2014,317,,63,13,,,19,,,,63,14
New Mexico,3/29/2014,334,,70,13,12,,25,,,,62,18
New Mexico,4/5/2014,307,0,61,10,,,25,,,,60,19
New Mexico,4/12/2014,312,,66,,,,16,,,,74,12
New Mexico,4/19/2014,329,,69,11,,10,18,,,,63,
New Mexico,4/26/2014,341,,73,13,14,,25,,,,75,12
New Mexico,5/3/2014,306,,62,13,11,,25,,,0,57,
New Mexico,5/10/2014,324,,60,17,12,,18,,,,55,10
New Mexico,5/17/2014,309,,56,19,,,23,,,0,69,15
New Mexico,5/24/2014,349,,53,11,12,,22,,,,59,19
New Mexico,5/31/2014,318,,69,14,,,19,,,,55,15
New Mexico,6/7/2014,339,,68,14,,,14,,,,51,24
New Mexico,6/14/2014,300,0,77,,,,22,,,,53,12
New Mexico,6/21/2014,306,,56,15,,,18,,,,55,12
New Mexico,6/28/2014,308,,68,12,10,,15,,,,57,14
New Mexico,7/5/2014,275,,49,16,,,14,,,,54,19
New Mexico,7/12/2014,329,,63,,14,,17,,,,70,16
New Mexico,7/19/2014,331,,62,14,,,16,,,,68,16
New Mexico,7/26/2014,338,,78,13,,,23,,,,57,11
New Mexico,8/2/2014,286,,50,,,,15,,,,59,15
New Mexico,8/9/2014,278,,63,,,,16,,,,41,15
New Mexico,8/16/2014,289,,66,,,,16,,10,,56,
New Mexico,8/23/2014,275,,63,11,,,12,,,,47,14
New Mexico,8/30/2014,306,,58,12,,,17,,,0,74,15
New Mexico,9/6/2014,286,0,68,11,,,16,,,,52,
New Mexico,9/13/2014,310,,60,10,,,20,,,,62,12
New Mexico,9/20/2014,302,,58,17,,,14,,,,49,14
New Mexico,9/27/2014,330,,65,16,12,,22,,,0,65,18
New Mexico,10/4/2014,327,,66,10,,,20,,0,0,68,14
New Mexico,10/11/2014,339,,70,10,,,17,,,,63,13
New Mexico,10/18/2014,315,,67,,11,,21,,,,57,21
New Mexico,10/25/2014,298,,51,12,,,18,,,,62,16
New Mexico,11/1/2014,326,,67,10,15,10,27,,,,62,10
New Mexico,11/8/2014,307,,66,,13,,15,,,,59,
New Mexico,11/15/2014,312,,62,,,,20,,,0,74,17
New Mexico,11/22/2014,363,,81,18,,,21,,,,68,23
New Mexico,11/29/2014,334,,63,14,10,,27,,,,77,16
New Mexico,12/6/2014,316,,62,11,,,19,,,,76,22
New Mexico,12/13/2014,343,,59,10,,,16,,,,78,18
New Mexico,12/20/2014,338,,71,18,,,16,,,,63,21
New Mexico,12/27/2014,331,,55,16,11,,23,,,0,85,13
New Mexico,1/3/2015,398,,57,10,,12,24,,,,96,18
New Mexico,1/10/2015,363,,67,19,11,15,27,,,,73,10
New Mexico,1/17/2015,359,,73,13,10,10,25,,,,90,11
New Mexico,1/24/2015,414,,87,15,12,12,41,,,,87,14
New Mexico,1/31/2015,372,,66,15,10,11,18,,,,91,21
New Mexico,2/7/2015,341,,65,22,,,19,,,,57,22
New Mexico,2/14/2015,343,,66,21,,,23,,,,78,18
New Mexico,2/21/2015,336,,71,10,14,,30,,,,60,19
New Mexico,2/28/2015,343,,59,13,,,25,,,,80,17
New Mexico,3/7/2015,351,,64,19,,,24,,,0,86,14
New Mexico,3/14/2015,335,,69,12,,11,27,,,,52,13
New Mexico,3/21/2015,352,,62,11,11,10,25,,,,71,12
New Mexico,3/28/2015,341,,67,,,,29,,,,68,20
New Mexico,4/4/2015,364,,84,,11,,16,,,,78,13
New Mexico,4/11/2015,319,,67,12,,,26,,,,68,18
New Mexico,4/18/2015,321,,64,,15,,19,,,,67,13
New Mexico,4/25/2015,334,,57,10,,,29,,,,62,14
New Mexico,5/2/2015,315,,68,14,,,27,,,,54,17
New Mexico,5/9/2015,329,,58,14,,,24,,,,80,16
New Mexico,5/16/2015,291,,55,10,,,21,,,,42,13
New Mexico,5/23/2015,291,,69,13,,,19,11,,0,56,19
New Mexico,5/30/2015,301,,58,12,13,0,13,,,0,67,14
New Mexico,6/6/2015,331,,63,15,10,,18,,,0,60,11
New Mexico,6/13/2015,328,,73,13,,,21,,,,66,12
New Mexico,6/20/2015,311,,59,,12,,14,,,,54,16
New Mexico,6/27/2015,298,,51,,,,18,,10,,52,14
New Mexico,7/4/2015,322,,64,17,12,,13,,,,67,14
New Mexico,7/11/2015,274,,42,,,,24,,,0,60,10
New Mexico,7/18/2015,339,,72,,11,,19,,,,69,13
New Mexico,7/25/2015,293,,55,11,15,,15,,,0,51,14
New Mexico,8/1/2015,305,,70,,,,18,,,,65,14
New Mexico,8/8/2015,303,,56,14,,,15,,,,66,
New Mexico,8/15/2015,293,0,65,11,,,23,,,,64,17
New Mexico,8/22/2015,320,,66,,,,22,,,,61,11
New Mexico,8/29/2015,313,,83,11,10,,15,,,,62,19
New Mexico,9/5/2015,275,,57,,,,17,,,,56,12
New Mexico,9/12/2015,335,,73,11,10,,20,,,,48,17
New Mexico,9/19/2015,300,,68,,,10,18,,,,56,11
New Mexico,9/26/2015,313,,68,11,13,,17,,,,59,13
New Mexico,10/3/2015,335,,79,,,,20,,,,67,16
New Mexico,10/10/2015,335,,91,,12,,16,,,,57,12
New Mexico,10/17/2015,286,,66,,,,16,,,,46,14
New Mexico,10/24/2015,316,,58,13,,,18,,,,69,12
New Mexico,10/31/2015,304,,56,11,13,,18,,,,56,13
New Mexico,11/7/2015,321,0,80,,,,18,,,,53,16
New Mexico,11/14/2015,359,,71,23,,,16,,,,72,14
New Mexico,11/21/2015,369,,74,,,,17,,,,95,13
New Mexico,11/28/2015,295,,67,,11,,24,,,,55,13
New Mexico,12/5/2015,337,,73,16,10,,16,,,,68,12
New Mexico,12/12/2015,311,,60,13,10,,18,,,,72,14
New Mexico,12/19/2015,329,,55,10,10,,19,,,,58,25
New Mexico,12/26/2015,350,,58,13,12,,23,,,,72,13
New Mexico,1/2/2016,348,,70,,11,,19,,,,90,
New Mexico,1/9/2016,374,,71,14,19,11,20,,,0,81,10
New Mexico,1/16/2016,350,,78,17,13,,25,,,,75,12
New Mexico,1/23/2016,362,,95,12,14,,16,,,,83,18
New Mexico,1/30/2016,362,,81,11,11,10,25,,,0,75,17
New Mexico,2/6/2016,349,,63,12,12,,15,,,,86,15
New Mexico,2/13/2016,372,,67,16,12,,29,,,,67,23
New Mexico,2/20/2016,387,,66,11,,10,26,,10,,77,23
New Mexico,2/27/2016,363,,73,17,10,12,17,,,,83,22
New Mexico,3/5/2016,365,,67,,16,13,19,,11,,74,22
New Mexico,3/12/2016,401,,75,14,13,13,29,,,,87,28
New Mexico,3/19/2016,387,,68,16,13,19,32,,,,70,27
New Mexico,3/26/2016,367,,57,15,,,26,,,,95,16
New Mexico,4/2/2016,391,,82,,14,16,27,,,,78,
New Mexico,4/9/2016,393,,65,19,12,11,29,,,0,90,23
New Mexico,4/16/2016,332,,52,12,12,,22,,,,76,21
New Mexico,4/23/2016,356,,66,13,12,,14,,,,88,16
New Mexico,4/30/2016,321,,54,17,13,,28,,,,64,12
New Mexico,5/7/2016,350,,70,13,14,,24,,,0,64,19
New Mexico,5/14/2016,321,,69,10,13,,18,,,,62,15
New Mexico,5/21/2016,304,,45,,11,,19,,10,0,70,16
New Mexico,5/28/2016,336,,68,13,15,,20,,,,76,19
New Mexico,6/4/2016,362,,72,,,,30,,,,73,20
New Mexico,6/11/2016,302,,61,19,11,,13,,,,51,16
New Mexico,6/18/2016,317,,58,13,11,,18,,,,60,19
New Mexico,6/25/2016,301,,54,14,,,14,,,,62,14
New Mexico,7/2/2016,309,,56,10,,,22,,,,65,17
New Mexico,7/9/2016,325,0,62,,13,,16,,,,67,10
New Mexico,7/16/2016,327,,60,11,,,17,,,,74,13
New Mexico,7/23/2016,318,,64,10,,,18,,,,71,17
New Mexico,7/30/2016,323,,69,12,,,16,,,,60,11
New Mexico,8/6/2016,329,,64,,14,,11,,,,88,13
New Mexico,8/13/2016,286,,61,10,,,17,,,,54,
New Mexico,8/20/2016,336,,78,19,15,,14,,,,69,16
New Mexico,8/27/2016,308,,58,,,,23,,,,64,12
New Mexico,9/3/2016,325,,65,12,,,25,,,,52,10
New Mexico,9/10/2016,308,,56,16,,0,22,,,,64,16
New Mexico,9/17/2016,335,,82,,13,,20,,,0,55,14
New Mexico,9/24/2016,317,,62,11,15,,23,,,,56,14
New Mexico,10/1/2016,276,,68,11,,,16,,,,50,14
New Mexico,10/8/2016,325,,72,15,10,,20,,,,60,
New Mexico,10/15/2016,346,,63,,,,25,,,,68,14
New Mexico,10/22/2016,325,,59,13,15,,13,,,,65,
New Mexico,10/29/2016,341,,66,18,,0,25,,,0,74,14
New Mexico,11/5/2016,312,,75,13,,,18,,,0,55,13
New Mexico,11/12/2016,348,,65,,,,19,,,,74,14
New Mexico,11/19/2016,320,,66,11,12,,16,,,,70,15
New Mexico,11/26/2016,319,,62,18,,,25,,,,73,
New Mexico,12/3/2016,340,,64,,17,,19,,,,70,14
New Mexico,12/10/2016,389,,73,23,13,,28,,,,80,15
New Mexico,12/17/2016,313,,51,13,,,20,,,,64,18
New Mexico,12/24/2016,366,,77,13,10,,27,,,,69,19
New Mexico,12/31/2016,351,,60,10,,,28,,,,91,20
New Mexico,1/7/2017,376,,80,21,10,,23,,,,86,20
New Mexico,1/14/2017,381,,63,,14,,27,,,,76,14
New Mexico,1/21/2017,362,,73,15,,,18,,,,81,23
New Mexico,1/28/2017,374,,71,12,,,25,,,,80,17
New Mexico,2/4/2017,351,,77,,10,11,28,,,,85,20
New Mexico,2/11/2017,433,,82,15,,14,26,,,0,94,24
New Mexico,2/18/2017,374,,52,22,11,11,22,10,,0,97,12
New Mexico,2/25/2017,394,,69,14,10,11,35,,12,,92,15
New Mexico,3/4/2017,375,,64,15,19,11,30,,,,79,23
New Mexico,3/11/2017,378,,79,15,,,31,,,,71,16
New Mexico,3/18/2017,390,,79,15,13,12,24,,,,73,22
New Mexico,3/25/2017,344,,64,17,10,,26,,11,,72,12
New Mexico,4/1/2017,331,,66,17,,11,28,,,,51,10
New Mexico,4/8/2017,370,,68,17,18,,25,,,,69,13
New Mexico,4/15/2017,351,,60,,12,,29,,,0,70,21
New Mexico,4/22/2017,360,11,81,11,,,17,,,,78,13
New Mexico,4/29/2017,355,,80,,,,16,,,,72,17
New Mexico,5/6/2017,369,,74,13,,,30,,,,70,26
New Mexico,5/13/2017,382,,68,13,10,,27,,,0,87,15
New Mexico,5/20/2017,365,,65,16,,,21,,,,78,18
New Mexico,5/27/2017,314,,61,12,13,,20,,,,74,12
New Mexico,6/3/2017,348,,55,15,13,,28,10,,,75,10
New Mexico,6/10/2017,319,,72,10,,,16,,,,59,16
New Mexico,6/17/2017,315,,67,14,10,,16,,,,56,12
New Mexico,6/24/2017,306,,55,,15,,14,,,,62,12
New Mexico,7/1/2017,335,,63,13,18,,20,,,,68,20
New Mexico,7/8/2017,315,,76,,,,16,,,,66,14
New Mexico,7/15/2017,323,,77,10,,,21,,,,71,14
New Mexico,7/22/2017,312,,69,12,,,18,,,,67,10
New Mexico,7/29/2017,307,,76,12,11,,13,,,10,58,13
New Mexico,8/5/2017,296,,57,16,,,19,,,,64,
New Mexico,8/12/2017,315,,68,,,,17,,,,66,14
New Mexico,8/19/2017,341,,71,15,,,25,,,,66,11
New Mexico,8/26/2017,276,,64,,12,,18,,,,54,12
New Mexico,9/2/2017,336,,71,16,,,12,,,,67,14
New Mexico,9/9/2017,323,,65,10,14,,17,,,,73,15
New Mexico,9/16/2017,301,,56,,15,,24,,,,57,10
New Mexico,9/23/2017,309,,49,18,11,,14,,,,62,11
New Mexico,9/30/2017,351,,64,11,15,,23,,10,,73,16
New Mexico,10/7/2017,335,,80,,13,,19,,,,64,20
New Mexico,10/14/2017,324,,62,,,,18,,,,62,24
New Mexico,10/21/2017,359,,79,12,12,,12,,,0,86,16
New Mexico,10/28/2017,343,,65,12,14,,20,,,,75,14
New Mexico,11/4/2017,327,,62,15,,,19,,,,73,21
New Mexico,11/11/2017,348,,70,11,11,,24,,,,67,12
New Mexico,11/18/2017,317,,53,12,14,,11,,,,75,15
New Mexico,11/25/2017,318,,58,11,,,15,,,,84,10
New Mexico,12/2/2017,384,,70,11,16,,27,,,,81,18
New Mexico,12/9/2017,371,,67,12,10,,28,,,,92,15
New Mexico,12/16/2017,337,,60,,10,,18,,,,72,18
New Mexico,12/23/2017,384,,67,,14,13,17,,,,80,15
New Mexico,12/30/2017,367,,56,22,,15,15,,,,85,18
New Mexico,1/6/2018,400,,54,18,15,16,25,,,,102,14
New Mexico,1/13/2018,385,,60,15,21,15,25,,19,,85,14
New Mexico,1/20/2018,424,,72,10,19,20,33,13,,,94,18
New Mexico,1/27/2018,387,,68,14,15,14,30,,,,91,15
New Mexico,2/3/2018,375,,62,15,,20,35,,,0,66,12
New Mexico,2/10/2018,398,,63,14,15,14,27,,,,97,18
New Mexico,2/17/2018,368,,58,15,12,12,33,,,,92,19
New Mexico,2/24/2018,392,,77,16,11,10,35,,,,88,13
New Mexico,3/3/2018,397,,69,20,12,13,31,,10,,80,19
New Mexico,3/10/2018,396,,71,17,14,10,21,,,,83,17
New Mexico,3/17/2018,362,,66,16,,11,26,,,0,70,26
New Mexico,3/24/2018,372,,65,17,,,26,,,,85,12
New Mexico,3/31/2018,354,,57,14,11,,25,,,0,74,14
New Mexico,4/7/2018,367,,72,12,10,,32,,,,59,21
New Mexico,4/14/2018,404,,98,14,13,,35,,,,76,20
New Mexico,4/21/2018,333,,72,,,,17,,,,66,15
New Mexico,4/28/2018,342,,83,10,,,13,,,,71,22
New Mexico,5/5/2018,338,,72,,14,,24,,,,59,10
New Mexico,5/12/2018,358,,65,12,,,26,,,,71,16
New Mexico,5/19/2018,313,,71,,,,24,,,,58,17
New Mexico,5/26/2018,301,,57,,,,18,,,,71,10
New Mexico,6/2/2018,307,,55,13,,,17,,,,76,10
New Mexico,6/9/2018,368,,70,16,12,,17,,,,82,14
New Mexico,6/16/2018,363,,76,10,17,,26,,,,73,11
New Mexico,6/23/2018,346,,69,16,12,,19,10,,0,74,16
New Mexico,6/30/2018,335,,71,18,,,15,,,,57,14
New Mexico,7/7/2018,325,,60,,13,,25,,,,78,17
New Mexico,7/14/2018,324,,63,,11,,20,,,,71,19
New Mexico,7/21/2018,333,,63,,13,,18,,,,72,10
New Mexico,7/28/2018,338,,67,,12,,27,,,,68,15
New Mexico,8/4/2018,273,,57,,,,17,,,,55,13
New Mexico,8/11/2018,361,,74,15,16,,13,,,,66,15
New Mexico,8/18/2018,337,,79,10,,,16,,,,86,19
New Mexico,8/25/2018,317,,50,11,12,,26,,,,62,12
New Mexico,9/1/2018,331,,79,18,,,13,,,,58,11
New Mexico,9/8/2018,344,0,83,11,,,18,,,,74,11
New Mexico,9/15/2018,354,,75,14,,,20,,,,72,
New Mexico,9/22/2018,362,,79,,14,,12,,,,81,10
New Mexico,9/29/2018,312,,60,,12,,10,,,,65,17
New Mexico,10/6/2018,313,,67,12,10,,15,,,,57,13
New Mexico,10/13/2018,371,,63,11,11,,21,,,,78,14
New Mexico,10/20/2018,350,,73,13,12,,18,,,,66,
New Mexico,10/27/2018,351,,78,11,,,11,,10,,75,15
New Mexico,11/3/2018,352,,70,,12,,11,,,,76,14
New Mexico,11/10/2018,336,,61,18,10,,18,,,,67,19
New Mexico,11/17/2018,386,,71,11,14,,31,,,,81,19
New Mexico,11/24/2018,345,,64,13,14,,16,,11,,73,
New Mexico,12/1/2018,346,,65,10,12,,22,,,,71,18
New Mexico,12/8/2018,357,,71,16,10,,23,10,,,75,14
New Mexico,12/15/2018,345,,66,11,11,,19,,,,77,15
New Mexico,12/22/2018,328,,57,,,,25,,,,82,12
New Mexico,12/29/2018,378,,74,17,13,,19,,,,84,16
New Mexico,1/5/2019,407,,68,17,,,27,,,,97,15
New Mexico,1/12/2019,447,10,78,12,13,,40,,,,85,22
New Mexico,1/19/2019,408,,76,16,15,14,28,,11,,84,12
New Mexico,1/26/2019,358,,69,12,,,25,,,,75,20
New Mexico,2/2/2019,392,,88,18,11,,23,,,,91,19
New Mexico,2/9/2019,367,,65,12,12,11,29,,,,85,15
New Mexico,2/16/2019,374,,64,10,16,11,30,,,,89,13
New Mexico,2/23/2019,376,,67,17,16,10,24,,,0,77,16
New Mexico,3/2/2019,392,,69,13,,10,25,,,,88,22
New Mexico,3/9/2019,349,,69,11,11,,20,,,,97,19
New Mexico,3/16/2019,404,,79,12,11,,32,10,,,70,18
New Mexico,3/23/2019,400,,66,18,13,12,27,,,,87,16
New Mexico,3/30/2019,374,,70,,,,20,,,,93,19
New Mexico,4/6/2019,335,,53,13,,,23,,,,71,18
New Mexico,4/13/2019,372,,67,13,10,,28,,,,76,15
New Mexico,4/20/2019,347,,57,15,14,,13,,,,87,12
New Mexico,4/27/2019,375,,69,14,10,,26,,10,,72,23
New Mexico,5/4/2019,358,,60,16,12,10,26,,,,73,18
New Mexico,5/11/2019,343,,64,21,,,15,,,,75,18
New Mexico,5/18/2019,341,,65,,13,,21,,,0,86,
New Mexico,5/25/2019,345,,74,,11,,21,,,,74,21
New Mexico,6/1/2019,348,,55,15,,,17,,,,91,12
New Mexico,6/8/2019,357,,61,10,10,,28,,,,75,15
New Mexico,6/15/2019,357,,79,10,15,,15,,,,73,23
New Mexico,6/22/2019,334,,74,,10,,16,,,,73,16
New Mexico,6/29/2019,340,,60,11,,,13,,,,83,22
New Mexico,7/6/2019,362,,52,14,,,20,,,,94,15
New Mexico,7/13/2019,376,,69,16,14,,12,,,0,76,12
New Mexico,7/20/2019,343,,65,11,12,,17,,,,75,21
New Mexico,7/27/2019,309,,50,10,10,,12,,,,81,
New Mexico,8/3/2019,338,,60,13,,,13,,,,79,15
New Mexico,8/10/2019,321,,58,13,15,,12,,,,64,12
New Mexico,8/17/2019,334,,61,12,,,17,,,,82,11
New Mexico,8/24/2019,341,,64,17,,,18,,,,66,20
New Mexico,8/31/2019,347,,76,12,11,,13,,,,83,15
New Mexico,9/7/2019,386,,75,13,14,,12,,,,91,13
New Mexico,9/14/2019,331,,68,13,10,,25,,,,51,
New Mexico,9/21/2019,367,,60,15,,,21,,,,83,
New Mexico,9/28/2019,343,,76,15,,,20,,,,65,10
New Mexico,10/5/2019,376,,73,12,,,20,,,,86,13
New Mexico,10/12/2019,358,,62,13,,,18,,,,84,15
New Mexico,10/19/2019,327,,58,,,10,23,,,0,66,21
New Mexico,10/26/2019,341,,58,14,14,,22,,,,69,17
New Mexico,11/2/2019,356,,76,,12,,14,,,,78,11
New Mexico,11/9/2019,354,,68,,13,,12,,,,76,11
New Mexico,11/16/2019,340,,60,12,13,,16,,12,0,72,
New Mexico,11/23/2019,351,,70,16,,,23,,,,70,20
New Mexico,11/30/2019,405,,64,11,,,16,,13,,101,18
New Mexico,12/7/2019,362,,74,,14,,24,,,,76,10
New Mexico,12/14/2019,373,,78,13,10,,22,,,,80,11
New Mexico,12/21/2019,365,,78,,,,28,,10,,73,11
New Mexico,12/28/2019,378,,63,,14,,22,,12,,82,20
New York,1/4/2014,1958,39,404,54,38,41,105,23,44,17,549,84
New York,1/11/2014,2012,32,449,47,32,68,109,29,34,22,582,89
New York,1/18/2014,1955,42,400,56,31,78,108,19,33,10,565,69
New York,1/25/2014,1964,40,425,36,37,72,94,25,38,21,563,81
New York,2/1/2014,2061,54,463,40,32,47,115,20,31,20,631,85
New York,2/8/2014,1913,47,399,48,24,58,121,27,38,18,539,79
New York,2/15/2014,2035,51,465,52,51,56,108,37,25,16,571,80
New York,2/22/2014,1989,51,435,63,38,61,110,24,40,15,542,111
New York,3/1/2014,1931,38,411,49,35,48,104,28,38,11,535,98
New York,3/8/2014,1893,40,422,40,44,57,92,18,43,13,533,88
New York,3/15/2014,1868,34,412,41,43,43,90,27,38,12,541,90
New York,3/22/2014,1892,52,414,35,46,67,103,24,32,,517,99
New York,3/29/2014,1854,49,420,43,28,47,97,33,44,28,505,106
New York,4/5/2014,1870,43,452,45,29,47,94,31,33,16,508,78
New York,4/12/2014,1904,44,419,44,37,62,106,17,25,19,567,86
New York,4/19/2014,1841,35,416,46,43,44,108,26,29,16,529,74
New York,4/26/2014,1897,42,430,53,33,53,105,27,28,14,515,80
New York,5/3/2014,1822,43,415,41,30,58,94,33,24,17,504,62
New York,5/10/2014,1863,39,407,40,45,47,114,29,45,15,527,85
New York,5/17/2014,1698,44,409,31,28,37,103,23,29,15,476,73
New York,5/24/2014,1649,35,396,41,26,41,79,19,28,10,448,81
New York,5/31/2014,1731,29,444,32,33,39,81,22,30,15,467,75
New York,6/7/2014,1773,33,444,35,28,44,107,28,23,14,478,74
New York,6/14/2014,1645,41,387,36,31,42,80,23,28,12,451,68
New York,6/21/2014,1747,40,407,42,30,37,72,20,29,20,475,78
New York,6/28/2014,1765,38,436,46,26,49,83,17,25,24,467,72
New York,7/5/2014,1678,28,401,43,23,42,82,25,33,13,484,63
New York,7/12/2014,1721,35,398,29,18,46,85,18,35,17,467,78
New York,7/19/2014,1739,50,423,43,33,33,82,17,30,19,451,88
New York,7/26/2014,1700,37,429,32,29,30,100,20,25,17,428,78
New York,8/2/2014,1695,22,440,42,28,43,69,25,27,14,453,87
New York,8/9/2014,1627,17,426,39,29,37,82,23,28,14,418,61
New York,8/16/2014,1690,39,384,32,26,27,69,29,33,22,455,96
New York,8/23/2014,1630,40,407,34,24,35,71,20,37,18,425,58
New York,8/30/2014,1738,29,408,38,35,42,81,33,32,11,463,83
New York,9/6/2014,1621,27,395,25,26,38,69,32,26,21,444,74
New York,9/13/2014,1660,33,391,52,26,36,85,23,33,19,456,87
New York,9/20/2014,1772,31,439,34,33,34,85,32,25,15,472,84
New York,9/27/2014,1807,42,446,44,34,35,94,17,26,21,488,72
New York,10/4/2014,1758,36,440,38,28,47,82,34,29,15,464,73
New York,10/11/2014,1820,35,451,49,34,36,82,22,30,26,523,67
New York,10/18/2014,1849,40,404,40,47,41,95,30,29,16,523,78
New York,10/25/2014,1810,24,414,39,37,47,80,25,26,23,502,86
New York,11/1/2014,1872,22,425,46,38,47,97,28,32,20,487,98
New York,11/8/2014,1873,43,451,41,42,25,106,21,26,30,469,82
New York,11/15/2014,1883,35,408,52,35,40,100,31,35,25,551,86
New York,11/22/2014,1927,33,413,55,39,44,94,25,41,22,545,86
New York,11/29/2014,1910,53,386,46,33,41,96,35,29,29,526,93
New York,12/6/2014,1955,43,449,45,56,39,103,21,27,22,526,96
New York,12/13/2014,1913,36,452,43,43,46,82,22,37,15,511,101
New York,12/20/2014,1954,44,414,45,48,48,106,31,38,24,507,94
New York,12/27/2014,2038,48,406,55,41,84,103,32,38,28,598,91
New York,1/3/2015,2142,50,434,48,33,94,126,32,32,24,625,102
New York,1/10/2015,2244,43,474,52,43,123,134,23,42,19,630,79
New York,1/17/2015,2233,42,461,48,47,109,122,27,44,17,635,90
New York,1/24/2015,2123,52,412,35,47,92,132,31,35,15,580,83
New York,1/31/2015,2119,46,452,56,49,75,130,22,39,25,607,100
New York,2/7/2015,2160,58,417,60,37,76,123,27,35,26,631,97
New York,2/14/2015,2136,43,423,48,45,78,124,37,52,28,623,86
New York,2/21/2015,2141,49,418,49,44,77,119,28,36,25,605,110
New York,2/28/2015,2042,45,419,59,51,76,124,33,28,27,521,105
New York,3/7/2015,2150,46,427,56,42,63,139,32,34,18,632,98
New York,3/14/2015,2080,52,445,37,46,60,127,34,39,20,561,84
New York,3/21/2015,1994,53,400,36,45,73,132,42,50,24,530,107
New York,3/28/2015,2000,37,454,52,35,48,101,30,35,18,578,91
New York,4/4/2015,2024,35,381,43,48,65,120,30,26,21,585,92
New York,4/11/2015,1930,38,430,35,44,54,112,32,40,18,557,86
New York,4/18/2015,1992,40,420,41,45,61,110,30,44,18,578,87
New York,4/25/2015,1921,42,416,41,26,63,125,27,38,10,543,85
New York,5/2/2015,1847,46,408,42,45,43,97,16,33,16,546,69
New York,5/9/2015,1850,37,397,27,33,41,105,25,35,25,516,78
