jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD,COVID19_UCOD
Illinois,3/28/2020,2303,28,449,70,111,81,129,40,55,26,488,130,72
Illinois,4/4/2020,2622,33,478,72,103,77,125,31,62,25,543,108,291
Illinois,4/11/2020,2869,32,468,90,96,55,124,24,59,25,599,135,458
Illinois,4/18/2020,2912,22,459,83,104,74,124,28,60,23,538,131,568
Illinois,4/25/2020,3010,21,453,63,96,51,109,33,48,33,565,134,657
Illinois,5/2/2020,2950,27,444,66,107,52,118,26,47,19,533,134,704
Illinois,5/9/2020,2961,29,424,64,86,51,101,30,48,26,522,134,757
Illinois,5/16/2020,2864,29,469,76,82,37,88,29,59,28,491,122,667
Illinois,5/23/2020,2638,41,455,61,81,48,90,33,51,25,507,133,537
Illinois,5/30/2020,2548,20,438,65,80,35,114,21,49,35,477,109,443
Illinois,6/6/2020,2509,37,449,70,76,25,80,31,38,25,477,119,398
Illinois,6/13/2020,2269,18,426,64,79,26,88,21,41,26,471,111,293
Illinois,6/20/2020,2254,20,400,51,85,26,90,15,49,26,492,127,234
Illinois,6/27/2020,2131,34,426,65,78,30,86,27,53,30,458,108,130
Illinois,7/4/2020,2182,31,427,47,82,35,90,26,44,26,457,128,131
Illinois,7/11/2020,2189,36,430,62,83,37,87,23,43,41,483,109,99
Illinois,7/18/2020,2087,24,466,57,74,28,73,19,43,38,462,119,80
Illinois,7/25/2020,2034,22,425,65,64,27,79,15,39,36,464,112,74
Illinois,8/1/2020,2070,28,441,64,89,31,60,25,35,31,458,125,82
Illinois,8/8/2020,2138,37,440,57,82,37,94,18,40,23,484,105,85
Illinois,8/15/2020,2124,36,471,53,64,35,89,16,38,36,475,104,85
Illinois,8/22/2020,2149,39,437,77,76,28,82,27,67,31,452,128,80
Illinois,8/29/2020,2118,21,445,58,67,26,72,21,40,28,499,113,120
Illinois,9/5/2020,2196,37,422,65,88,33,91,26,39,41,510,115,103
Illinois,9/12/2020,2080,19,412,49,82,18,87,24,44,36,457,133,96
Illinois,9/19/2020,2079,28,413,69,84,37,88,21,29,44,468,109,103
Illinois,9/26/2020,2294,27,482,65,73,40,92,30,44,51,482,134,117
Illinois,10/3/2020,2137,24,449,59,79,40,90,23,36,47,465,121,114
Illinois,10/10/2020,2329,26,434,72,86,39,85,31,42,50,517,133,153
Illinois,10/17/2020,2274,24,409,60,94,39,101,29,38,53,492,122,185
Illinois,10/24/2020,2285,32,415,64,98,39,88,23,44,60,469,123,220
Illinois,10/31/2020,2453,25,438,68,106,28,93,28,58,71,510,114,288
Illinois,11/7/2020,2690,30,446,72,106,36,94,29,51,87,514,145,462
Illinois,11/14/2020,2897,29,454,70,92,31,97,30,48,118,531,151,612
Illinois,11/21/2020,3175,29,467,86,79,38,118,17,57,121,574,126,825
Illinois,11/28/2020,3122,36,448,69,107,33,91,29,48,135,543,152,803
Illinois,12/5/2020,3232,32,445,77,101,42,106,31,47,143,549,137,916
Illinois,12/12/2020,3262,35,483,67,112,40,118,28,63,150,562,129,862
Illinois,12/19/2020,2896,24,480,60,118,34,99,24,52,178,473,126,691
Illinois,12/26/2020,2171,23,350,47,91,47,74,25,34,201,436,87,250
Illinois,1/2/2021,2015,30,361,45,87,27,85,22,39,215,409,124,136
Illinois,1/9/2021,1736,30,305,33,90,32,68,17,43,169,389,97,84
Indiana,1/4/2020,1469,27,258,47,51,42,116,30,40,,334,61,0
Indiana,1/11/2020,1386,21,243,40,54,37,110,27,29,,317,57,0
Indiana,1/18/2020,1389,28,285,49,51,22,95,20,36,,316,64,0
Indiana,1/25/2020,1421,27,269,55,56,27,110,17,34,,314,64,0
Indiana,2/1/2020,1378,25,296,51,48,21,83,29,39,,293,73,0
Indiana,2/8/2020,1362,28,267,48,61,29,100,21,22,,296,80,0
Indiana,2/15/2020,1429,21,275,40,62,25,112,26,29,11,324,64,0
Indiana,2/22/2020,1409,24,293,37,56,26,99,22,31,,305,72,0
Indiana,2/29/2020,1447,31,272,47,60,39,107,23,37,,319,74,0
Indiana,3/7/2020,1371,19,259,43,72,33,97,24,32,14,319,73,0
Indiana,3/14/2020,1404,22,307,36,49,43,110,23,37,,301,65,0
Indiana,3/21/2020,1328,14,248,44,61,28,95,32,26,12,273,72,14
Indiana,3/28/2020,1485,24,304,52,63,40,96,22,34,,296,65,46
Indiana,4/4/2020,1581,33,250,67,74,37,108,29,30,11,291,63,145
Indiana,4/11/2020,1630,17,241,51,67,28,116,28,28,,323,65,223
Indiana,4/18/2020,1510,20,257,40,49,21,73,22,26,,307,66,253
Indiana,4/25/2020,1593,23,256,38,66,28,84,23,28,,279,68,283
Indiana,5/2/2020,1532,12,246,34,64,20,98,20,32,,256,58,271
Indiana,5/9/2020,1582,23,254,50,58,17,71,15,26,,286,66,238
Indiana,5/16/2020,1567,17,262,55,54,14,91,23,28,,265,67,235
Indiana,5/23/2020,1470,12,239,41,47,15,76,19,24,,305,57,175
Indiana,5/30/2020,1380,20,248,37,44,10,94,20,22,,294,58,131
Indiana,6/6/2020,1395,22,246,53,47,,83,13,28,,289,54,125
Indiana,6/13/2020,1391,23,256,55,57,,80,17,20,,278,60,111
Indiana,6/20/2020,1352,19,242,41,51,16,65,14,30,,261,66,100
Indiana,6/27/2020,1377,18,274,60,42,16,65,16,18,,287,55,56
Indiana,7/4/2020,1341,24,272,46,55,12,80,18,17,,291,61,53
Indiana,7/11/2020,1352,21,245,45,46,11,66,17,26,,288,57,70
Indiana,7/18/2020,1378,32,270,42,50,10,73,22,27,12,284,59,58
Indiana,7/25/2020,1310,21,262,55,43,15,84,14,28,,242,60,62
Indiana,8/1/2020,1360,24,277,57,46,16,83,21,35,12,246,57,67
Indiana,8/8/2020,1342,24,267,38,44,12,65,21,28,,281,46,70
Indiana,8/15/2020,1365,17,246,53,40,10,93,17,37,,295,49,87
Indiana,8/22/2020,1355,15,232,42,66,13,84,20,28,,294,45,89
Indiana,8/29/2020,1356,26,253,39,48,10,90,17,20,,265,60,67
Indiana,9/5/2020,1263,18,242,34,51,13,67,22,20,10,263,59,67
Indiana,9/12/2020,1332,31,270,50,40,11,81,18,30,,265,58,79
Indiana,9/19/2020,1398,19,268,48,54,13,83,21,31,,270,53,81
Indiana,9/26/2020,1431,20,264,45,56,10,74,23,30,12,277,71,82
Indiana,10/3/2020,1401,21,246,48,60,14,78,20,20,10,270,55,113
Indiana,10/10/2020,1430,22,251,40,49,12,76,20,25,,306,75,124
Indiana,10/17/2020,1510,18,271,35,43,13,76,,28,,303,90,183
Indiana,10/24/2020,1488,25,259,33,43,23,82,28,24,17,272,63,188
Indiana,10/31/2020,1565,28,254,47,55,23,94,16,29,11,282,58,247
Indiana,11/7/2020,1610,24,250,53,52,11,86,24,26,15,287,65,286
Indiana,11/14/2020,1674,22,262,48,48,26,89,26,35,,294,67,333
Indiana,11/21/2020,1868,19,273,51,61,20,95,22,27,15,289,57,487
Indiana,11/28/2020,1923,31,250,47,71,19,89,15,35,19,337,66,535
Indiana,12/5/2020,1811,18,251,49,58,17,76,21,25,13,302,64,552
Indiana,12/12/2020,1875,19,236,54,56,18,97,22,32,22,272,71,597
Indiana,12/19/2020,1543,16,226,40,55,24,70,21,30,22,234,61,462
Indiana,12/26/2020,845,16,146,25,31,,49,,12,13,151,35,171
Indiana,1/2/2021,266,,52,,12,,20,,,,61,14,25
Indiana,1/9/2021,240,,57,10,,,12,,,,57,11,18
Iowa,1/4/2020,665,,115,19,28,12,62,18,,12,168,24,0
Iowa,1/11/2020,647,,147,24,38,17,33,13,,11,151,26,0
Iowa,1/18/2020,620,,116,27,23,17,52,17,,10,161,20,0
Iowa,1/25/2020,640,11,108,16,31,12,49,,,,174,30,0
Iowa,2/1/2020,615,,118,17,28,16,50,,,,142,27,0
Iowa,2/8/2020,637,,120,17,31,15,40,12,10,,163,34,0
Iowa,2/15/2020,600,,125,19,25,17,26,,,11,141,31,0
Iowa,2/22/2020,643,12,113,24,24,14,35,13,10,,157,25,0
Iowa,2/29/2020,642,,122,24,20,15,28,18,,,169,35,0
Iowa,3/7/2020,624,10,114,20,27,23,50,10,,,141,23,0
Iowa,3/14/2020,636,,136,13,27,26,40,,,,156,22,0
Iowa,3/21/2020,597,,103,17,21,22,35,14,10,,140,22,0
Iowa,3/28/2020,595,10,110,13,38,21,44,12,,,135,28,
Iowa,4/4/2020,608,15,123,19,39,18,39,,,13,123,19,16
Iowa,4/11/2020,596,12,136,16,28,,30,,10,,130,37,21
Iowa,4/18/2020,633,,144,17,39,11,15,,14,,146,26,36
Iowa,4/25/2020,586,,116,23,16,11,25,,,13,112,24,49
Iowa,5/2/2020,673,,110,17,26,,39,14,,12,147,27,66
Iowa,5/9/2020,701,,142,27,26,,37,,,,146,24,85
Iowa,5/16/2020,674,,129,18,32,,35,,,,151,26,98
Iowa,5/23/2020,618,,115,22,26,,23,10,,,117,34,93
Iowa,5/30/2020,632,,117,18,31,,26,10,11,12,131,17,86
Iowa,6/6/2020,598,,96,23,26,,23,,15,,134,27,67
Iowa,6/13/2020,588,,126,16,28,,29,,,10,125,23,35
Iowa,6/20/2020,574,,112,15,23,,20,10,,,133,24,27
Iowa,6/27/2020,550,,115,15,25,,33,,,,123,24,19
Iowa,7/4/2020,595,,126,16,21,,25,10,,,137,26,17
Iowa,7/11/2020,563,,117,19,23,,24,,,,128,26,20
Iowa,7/18/2020,601,,130,20,25,,22,14,,,126,32,40
Iowa,7/25/2020,649,,111,17,26,11,26,,15,14,151,22,41
Iowa,8/1/2020,646,,116,18,26,,29,14,,,146,19,49
Iowa,8/8/2020,647,,112,22,34,,26,,,,142,31,49
Iowa,8/15/2020,667,,117,16,20,,22,,,10,144,34,48
Iowa,8/22/2020,623,,110,22,30,,26,,10,,133,22,57
Iowa,8/29/2020,686,,121,21,20,,29,,11,,152,29,65
Iowa,9/5/2020,593,,97,21,26,,31,10,,,127,20,50
Iowa,9/12/2020,633,10,116,24,24,,34,,,11,130,32,53
Iowa,9/19/2020,638,,93,20,27,,32,,11,12,145,24,46
Iowa,9/26/2020,638,,126,21,29,11,26,,,,133,20,54
Iowa,10/3/2020,677,,120,15,33,,30,,,,148,19,69
Iowa,10/10/2020,730,10,126,26,20,11,36,,,,151,24,93
Iowa,10/17/2020,679,,118,21,20,,32,,,10,136,22,105
Iowa,10/24/2020,747,,130,31,27,,31,,11,,156,23,118
Iowa,10/31/2020,753,,123,21,39,10,23,,,,161,34,126
Iowa,11/7/2020,850,,108,23,33,,35,13,,11,154,27,233
Iowa,11/14/2020,894,,117,16,33,16,33,12,11,,134,34,276
Iowa,11/21/2020,983,,109,15,31,10,33,,10,10,127,16,390
Iowa,11/28/2020,954,,103,30,32,,38,,10,,120,33,364
Iowa,12/5/2020,960,,119,27,28,14,26,10,,10,144,23,368
Iowa,12/12/2020,890,,128,11,28,12,39,11,12,,150,28,285
Iowa,12/19/2020,752,,111,14,36,,25,,10,,124,27,211
Iowa,12/26/2020,619,,94,17,28,,19,,,,109,35,132
Iowa,1/2/2021,347,,73,,15,,17,,,,73,12,44
Iowa,1/9/2021,310,,56,,14,,17,,,,94,12,30
Kansas,1/4/2020,592,,89,14,18,23,56,12,13,,136,26,0
Kansas,1/11/2020,560,,109,20,,21,43,10,10,,123,23,0
Kansas,1/18/2020,577,12,111,18,23,17,37,,11,10,116,25,0
Kansas,1/25/2020,572,,101,19,19,19,33,,,,126,24,0
Kansas,2/1/2020,548,,99,11,26,17,35,13,14,11,119,16,0
Kansas,2/8/2020,503,,89,17,20,12,31,,15,10,118,26,0
Kansas,2/15/2020,575,,123,10,,19,41,15,13,,133,27,0
Kansas,2/22/2020,559,,113,18,25,20,32,11,,,110,35,0
Kansas,2/29/2020,548,,100,24,25,23,38,11,12,11,103,20,0
Kansas,3/7/2020,575,,84,18,20,29,30,12,,,123,29,0
Kansas,3/14/2020,522,,84,21,12,22,40,,,,114,31,
Kansas,3/21/2020,514,,85,16,21,20,29,11,,,128,21,
Kansas,3/28/2020,523,11,98,23,23,14,31,12,,11,109,28,
Kansas,4/4/2020,548,,102,13,23,,32,12,,,100,29,20
Kansas,4/11/2020,525,,89,22,13,15,34,,,,106,17,32
Kansas,4/18/2020,546,,106,22,15,,29,,,,132,25,38
Kansas,4/25/2020,541,,112,26,16,,21,,,,119,31,20
Kansas,5/2/2020,524,,91,20,18,,27,,10,,124,15,21
Kansas,5/9/2020,505,,96,16,14,11,29,,,,106,25,27
Kansas,5/16/2020,529,,97,21,19,,26,10,,,118,15,23
Kansas,5/23/2020,518,,95,11,14,,24,,,13,125,22,
Kansas,5/30/2020,505,,98,22,22,,39,,,,120,16,14
Kansas,6/6/2020,499,,93,20,15,,28,,,,110,18,16
Kansas,6/13/2020,515,,101,23,23,,20,,10,,106,33,
Kansas,6/20/2020,507,,68,30,15,,23,,,,110,20,18
Kansas,6/27/2020,522,,104,24,22,,29,,14,,102,20,16
Kansas,7/4/2020,562,,127,27,22,,30,,14,10,113,22,12
Kansas,7/11/2020,503,,104,15,20,,27,,11,,90,22,13
Kansas,7/18/2020,517,,83,18,10,,27,11,,13,111,23,19
Kansas,7/25/2020,539,,105,28,17,,36,,,,110,18,32
Kansas,8/1/2020,543,,103,28,16,,25,,14,14,100,13,39
Kansas,8/8/2020,599,12,96,14,25,,29,12,11,,127,34,31
Kansas,8/15/2020,576,,123,14,18,,38,,,15,115,29,38
Kansas,8/22/2020,513,,83,26,22,,19,,11,,96,21,34
Kansas,8/29/2020,531,12,90,11,13,,31,,,17,116,21,45
Kansas,9/5/2020,564,,120,15,12,10,32,,,20,113,21,36
Kansas,9/12/2020,579,11,84,17,21,,42,,15,16,116,21,47
Kansas,9/19/2020,550,,104,25,16,,25,10,11,14,110,17,46
Kansas,9/26/2020,598,,99,11,17,,24,,14,18,122,25,52
Kansas,10/3/2020,578,,107,21,14,,27,,10,22,116,38,64
Kansas,10/10/2020,636,,104,21,20,11,25,,20,31,116,23,80
Kansas,10/17/2020,634,,112,17,14,,39,,11,21,103,29,91
Kansas,10/24/2020,656,,116,26,16,,31,11,,22,110,25,109
Kansas,10/31/2020,572,,108,21,15,,27,,,26,84,24,85
Kansas,11/7/2020,675,,94,17,16,,35,10,14,24,101,28,121
Kansas,11/14/2020,713,,126,17,28,11,24,,,17,101,31,151
Kansas,11/21/2020,773,,114,15,18,,37,,,26,126,25,222
Kansas,11/28/2020,798,,91,23,25,,29,,12,22,138,20,249
Kansas,12/5/2020,848,,107,23,23,11,25,,,26,126,31,282
Kansas,12/12/2020,826,,88,19,11,,40,,14,39,117,29,277
Kansas,12/19/2020,849,,127,28,31,,26,,,38,120,31,250
Kansas,12/26/2020,607,,81,10,24,,27,,16,41,103,18,127
Kansas,1/2/2021,516,,74,14,15,,35,,12,35,90,22,77
Kansas,1/9/2021,424,,62,13,,,15,,12,30,93,13,59
Kentucky,1/4/2020,1093,18,210,50,38,30,91,14,27,,222,48,0
Kentucky,1/11/2020,1056,21,201,36,30,24,74,27,16,,249,51,0
Kentucky,1/18/2020,1040,28,195,35,34,38,68,15,17,13,218,41,0
Kentucky,1/25/2020,942,17,184,22,33,25,85,18,23,15,187,54,0
Kentucky,2/1/2020,978,,206,31,30,20,73,12,13,14,189,40,0
Kentucky,2/8/2020,956,18,170,30,33,27,77,19,17,12,197,41,0
Kentucky,2/15/2020,954,23,200,35,26,17,65,17,22,12,198,34,0
Kentucky,2/22/2020,992,14,217,35,42,23,75,18,18,22,227,30,0
Kentucky,2/29/2020,1019,17,210,31,30,24,74,20,23,12,233,43,0
Kentucky,3/7/2020,1007,13,179,24,34,17,71,26,18,17,251,36,0
Kentucky,3/14/2020,1020,13,198,23,34,29,66,16,14,13,231,55,0
Kentucky,3/21/2020,948,23,200,21,24,32,85,16,18,17,219,37,
Kentucky,3/28/2020,937,14,174,32,33,25,64,26,20,,197,42,
Kentucky,4/4/2020,1046,23,213,34,34,17,80,18,20,13,217,37,47
Kentucky,4/11/2020,1026,24,196,32,32,23,74,13,15,14,194,34,53
Kentucky,4/18/2020,960,23,164,34,30,14,73,20,18,14,203,33,57
Kentucky,4/25/2020,972,18,160,23,35,19,63,17,14,,205,41,63
Kentucky,5/2/2020,997,22,199,26,30,10,54,14,11,16,208,41,48
Kentucky,5/9/2020,1005,18,202,23,25,13,49,22,13,17,210,51,61
Kentucky,5/16/2020,994,16,171,27,31,13,54,20,15,15,207,40,48
Kentucky,5/23/2020,996,14,210,31,24,11,65,13,16,14,204,29,46
Kentucky,5/30/2020,986,23,188,31,31,16,52,13,15,12,203,36,39
Kentucky,6/6/2020,916,17,179,27,26,14,56,15,15,13,177,31,38
Kentucky,6/13/2020,1000,14,202,26,35,11,47,15,21,19,219,53,41
Kentucky,6/20/2020,966,20,196,27,30,11,48,13,17,11,207,48,24
Kentucky,6/27/2020,934,16,184,19,30,18,38,12,11,15,194,43,33
Kentucky,7/4/2020,987,12,162,24,20,12,69,15,23,,230,34,27
Kentucky,7/11/2020,1045,20,187,26,41,14,58,12,14,17,249,37,33
Kentucky,7/18/2020,933,18,177,20,34,,48,16,20,22,194,55,32
Kentucky,7/25/2020,963,17,214,18,24,12,44,10,16,15,193,46,42
Kentucky,8/1/2020,1028,17,185,33,28,11,59,10,15,18,221,52,44
Kentucky,8/8/2020,1002,22,188,28,32,15,53,17,12,13,208,44,49
Kentucky,8/15/2020,1012,12,205,29,31,10,63,12,17,,219,42,55
Kentucky,8/22/2020,1075,28,190,21,40,15,54,17,19,,213,46,70
Kentucky,8/29/2020,1001,20,179,36,25,,67,24,21,20,203,43,61
Kentucky,9/5/2020,1053,14,199,26,38,14,57,19,19,16,202,41,70
Kentucky,9/12/2020,1011,14,195,45,21,23,53,16,19,12,187,45,63
Kentucky,9/19/2020,1006,25,186,34,23,11,51,14,18,11,206,45,54
Kentucky,9/26/2020,1054,20,200,27,27,16,79,15,20,12,225,37,65
Kentucky,10/3/2020,992,18,174,29,30,,53,11,18,16,205,39,52
Kentucky,10/10/2020,1052,16,210,30,32,,51,,14,14,217,39,81
Kentucky,10/17/2020,1111,22,225,23,36,16,63,19,11,16,236,39,91
Kentucky,10/24/2020,1148,13,231,37,36,12,51,14,11,20,246,41,124
Kentucky,10/31/2020,1089,18,202,31,34,11,54,26,10,19,211,36,117
Kentucky,11/7/2020,1145,16,191,27,33,11,66,11,26,13,228,42,143
Kentucky,11/14/2020,1132,18,192,26,38,14,56,12,13,11,213,36,166
Kentucky,11/21/2020,1222,19,179,26,28,11,58,21,22,15,228,53,244
Kentucky,11/28/2020,1218,13,215,29,43,,56,12,27,15,238,47,237
Kentucky,12/5/2020,1179,19,175,26,27,,52,14,17,13,224,50,261
Kentucky,12/12/2020,1120,21,200,31,45,15,59,14,18,16,189,44,230
Kentucky,12/19/2020,915,13,168,16,32,15,46,10,11,,175,39,151
Kentucky,12/26/2020,765,15,155,22,29,15,40,12,17,10,158,36,67
Kentucky,1/2/2021,623,15,132,16,24,11,32,10,,,126,26,40
Kentucky,1/9/2021,435,10,84,13,21,,26,,,,101,16,27
Louisiana,1/4/2020,928,21,183,30,39,17,44,25,15,12,241,57,
Louisiana,1/11/2020,966,22,162,33,52,29,63,18,17,13,258,60,0
Louisiana,1/18/2020,957,14,180,30,48,21,43,23,30,22,224,56,0
Louisiana,1/25/2020,969,30,173,32,46,23,61,17,19,13,240,38,0
Louisiana,2/1/2020,976,32,193,36,33,16,50,21,26,19,234,55,0
Louisiana,2/8/2020,956,21,177,38,41,17,47,25,27,11,248,43,0
Louisiana,2/15/2020,950,16,181,33,46,21,56,26,19,14,226,48,0
Louisiana,2/22/2020,950,18,166,32,42,21,50,32,22,17,256,47,
Louisiana,2/29/2020,993,23,186,42,47,27,55,28,11,19,260,44,
Louisiana,3/7/2020,963,23,168,26,47,20,53,24,23,20,243,51,
Louisiana,3/14/2020,993,24,159,39,39,21,53,20,27,14,231,53,0
Louisiana,3/21/2020,954,19,180,38,48,24,56,24,17,17,232,29,40
Louisiana,3/28/2020,1229,29,183,56,52,21,60,42,21,15,245,38,180
Louisiana,4/4/2020,1387,23,188,44,49,23,54,36,22,11,243,56,368
Louisiana,4/11/2020,1526,22,173,56,66,29,54,28,26,,267,56,434
Louisiana,4/18/2020,1359,17,166,33,49,18,49,24,20,14,267,61,381
Louisiana,4/25/2020,1246,14,171,40,57,18,47,18,22,14,217,39,313
Louisiana,5/2/2020,1170,16,168,37,42,16,46,22,21,10,220,41,253
Louisiana,5/9/2020,1126,23,150,28,40,17,46,14,18,,229,45,226
Louisiana,5/16/2020,1102,13,167,34,39,14,47,21,26,,243,39,159
Louisiana,5/23/2020,1052,15,183,39,44,,44,22,13,14,241,45,111
Louisiana,5/30/2020,1053,16,183,31,52,,38,22,17,15,221,69,107
Louisiana,6/6/2020,1014,19,177,28,47,14,43,22,13,11,215,53,100
Louisiana,6/13/2020,950,25,162,33,32,,37,16,21,11,215,44,68
Louisiana,6/20/2020,1003,17,168,22,52,,48,17,19,21,221,46,76
Louisiana,6/27/2020,995,19,205,33,42,,41,23,17,17,205,56,67
Louisiana,7/4/2020,979,21,152,35,43,12,52,18,17,12,209,45,74
Louisiana,7/11/2020,1055,25,173,32,53,17,43,22,18,19,208,52,109
Louisiana,7/18/2020,1143,16,172,35,36,11,42,17,23,13,273,48,145
Louisiana,7/25/2020,1209,19,177,36,42,14,35,22,30,16,255,47,209
Louisiana,8/1/2020,1199,18,192,47,46,12,42,25,28,,206,59,219
Louisiana,8/8/2020,1233,23,201,43,60,18,44,26,17,13,217,54,230
Louisiana,8/15/2020,1169,23,183,41,39,20,41,26,16,18,239,38,191
Louisiana,8/22/2020,1120,23,153,35,53,10,32,22,27,18,226,47,177
Louisiana,8/29/2020,1087,20,172,33,44,,40,16,27,19,227,50,147
Louisiana,9/5/2020,1092,21,177,36,51,13,34,18,18,,239,60,104
Louisiana,9/12/2020,1018,30,162,33,44,12,44,24,23,15,207,43,109
Louisiana,9/19/2020,1028,19,186,40,46,15,35,20,13,,220,54,80
Louisiana,9/26/2020,977,23,179,38,50,10,45,12,25,12,193,54,71
Louisiana,10/3/2020,1012,20,194,30,57,13,34,26,16,,202,52,68
Louisiana,10/10/2020,1018,27,182,25,46,,33,20,21,11,225,45,74
Louisiana,10/17/2020,964,25,147,21,48,,47,22,20,14,207,57,67
Louisiana,10/24/2020,967,22,179,20,52,11,53,19,16,13,224,53,57
Louisiana,10/31/2020,899,20,149,33,41,11,36,19,20,,211,51,63
Louisiana,11/7/2020,971,22,173,28,38,10,38,15,18,10,234,43,77
Louisiana,11/14/2020,969,27,184,26,39,,49,19,24,,216,46,63
Louisiana,11/21/2020,952,25,165,34,46,,34,12,13,11,233,42,92
Louisiana,11/28/2020,954,23,166,39,46,10,31,28,19,,215,49,117
Louisiana,12/5/2020,930,22,170,33,54,13,40,15,15,13,206,39,120
Louisiana,12/12/2020,899,20,142,27,42,,35,17,14,,214,43,125
Louisiana,12/19/2020,745,13,131,30,45,,32,15,17,13,157,42,91
Louisiana,12/26/2020,635,13,127,18,42,,26,10,22,,158,30,53
Louisiana,1/2/2021,572,14,109,16,28,,23,11,11,,133,28,71
Louisiana,1/9/2021,381,,67,15,13,,18,,11,,108,20,44
Maine,1/4/2020,320,0,65,,14,,16,,,,65,17,0
Maine,1/11/2020,318,0,68,,,,26,,,,66,13,0
Maine,1/18/2020,295,,57,12,,,20,,,,64,13,0
Maine,1/25/2020,308,0,60,11,15,,22,,,0,58,,0
Maine,2/1/2020,288,0,62,,,,16,,,,66,,0
Maine,2/8/2020,316,0,57,14,11,11,23,11,,0,53,10,0
Maine,2/15/2020,329,,80,10,10,,17,,,,63,11,0
Maine,2/22/2020,299,,64,,,,31,,,,73,16,0
Maine,2/29/2020,292,,65,,10,,26,,,,46,23,0
Maine,3/7/2020,313,,64,13,10,,21,,,,63,22,0
Maine,3/14/2020,301,0,69,,,17,22,,,0,56,18,0
Maine,3/21/2020,277,0,76,,,,14,,,,60,13,0
Maine,3/28/2020,279,,65,,13,,25,,,0,46,,
Maine,4/4/2020,300,0,53,10,17,11,20,,,,57,13,
Maine,4/11/2020,304,,55,,13,,20,,,,57,12,12
Maine,4/18/2020,310,,69,13,,,20,,,0,52,12,10
Maine,4/25/2020,285,0,64,,,,12,,,,48,14,18
Maine,5/2/2020,277,0,64,,11,0,16,,,0,53,16,
Maine,5/9/2020,293,0,53,17,14,,24,,,,59,13,
Maine,5/16/2020,256,0,62,,15,,16,,,,57,13,
Maine,5/23/2020,267,,56,,15,,17,,,,48,,
Maine,5/30/2020,302,,76,10,12,,14,,,,47,15,13
Maine,6/6/2020,255,,48,,12,,13,,,0,58,,
Maine,6/13/2020,254,0,64,10,,,,,,,46,13,
Maine,6/20/2020,275,,65,,10,,16,,,,54,16,
Maine,6/27/2020,299,0,75,11,10,,15,,,,53,,
Maine,7/4/2020,280,,62,11,12,,26,,,,50,,
Maine,7/11/2020,289,,75,11,10,,,,0,,57,20,
Maine,7/18/2020,294,,63,,,,13,,,0,60,13,
Maine,7/25/2020,282,,68,,14,,15,,,0,52,,
Maine,8/1/2020,283,,59,16,,,,,,,58,13,
Maine,8/8/2020,276,0,60,,,,15,,,0,50,,
Maine,8/15/2020,280,0,64,,13,,15,,,,54,15,
Maine,8/22/2020,312,,64,14,20,,13,,,,61,20,
Maine,8/29/2020,285,0,69,,13,,10,,,,54,13,
Maine,9/5/2020,289,,68,,,,13,,,,62,14,
Maine,9/12/2020,319,,75,14,,,15,,,,65,11,
Maine,9/19/2020,299,,68,11,14,,10,,,0,63,16,
Maine,9/26/2020,309,,66,,13,,21,,,,62,19,
Maine,10/3/2020,289,0,55,16,10,,16,,,,61,14,
Maine,10/10/2020,302,0,62,14,12,,19,,,,54,,
Maine,10/17/2020,275,,70,,16,,13,,0,0,43,11,
Maine,10/24/2020,275,0,59,,,,14,,,,53,14,
Maine,10/31/2020,274,,75,,12,,10,,,0,61,13,
Maine,11/7/2020,334,,68,12,13,,16,,,,68,14,
Maine,11/14/2020,323,,59,,15,,22,,,0,64,12,13
Maine,11/21/2020,306,0,66,17,,,14,,,,70,11,17
Maine,11/28/2020,349,,76,,16,,10,,,,64,23,20
Maine,12/5/2020,342,,66,13,17,,21,,,,65,12,43
Maine,12/12/2020,353,,56,11,15,,14,,,,69,18,44
Maine,12/19/2020,321,0,64,,14,,13,,,11,60,11,27
Maine,12/26/2020,326,0,74,,,,14,,,,51,,35
Maine,1/2/2021,275,0,50,11,,,19,,,14,62,12,30
Maine,1/9/2021,282,0,43,11,,,18,,,24,55,12,25
Maryland,1/4/2020,1049,14,213,41,21,33,38,13,12,,249,58,0
Maryland,1/11/2020,1035,14,205,34,19,22,46,,,,265,73,0
Maryland,1/18/2020,988,14,191,26,27,22,42,15,17,,229,69,0
Maryland,1/25/2020,1003,18,212,29,27,24,41,10,15,,236,52,0
Maryland,2/1/2020,1034,15,200,31,20,23,38,15,16,,243,73,0
Maryland,2/8/2020,1004,18,218,28,20,20,51,,15,,242,60,0
Maryland,2/15/2020,1019,18,216,34,17,25,47,13,20,,246,51,0
Maryland,2/22/2020,973,12,191,37,21,24,50,15,16,,214,51,0
Maryland,2/29/2020,1082,14,222,30,26,27,51,12,14,,233,71,0
Maryland,3/7/2020,1049,20,217,22,20,28,51,12,24,,225,58,0
Maryland,3/14/2020,1006,26,188,32,20,33,43,,12,,240,62,0
Maryland,3/21/2020,1064,22,204,27,26,30,66,14,12,,232,53,
Maryland,3/28/2020,1092,18,221,36,20,39,48,11,14,,228,68,18
Maryland,4/4/2020,1191,23,208,44,34,32,55,11,14,,245,70,83
Maryland,4/11/2020,1353,21,225,44,26,30,47,12,14,,275,58,198
