jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD,COVID19_UCOD
Nebraska,4/18/2020,353,,62,,16,10,28,,,,65,22,16
Nebraska,4/25/2020,353,,67,19,11,,20,,,,66,18,29
Nebraska,5/2/2020,344,,77,13,,,23,,,,62,17,20
Nebraska,5/9/2020,338,,66,15,12,,14,,,,65,16,21
Nebraska,5/16/2020,352,,55,,13,,26,,,,64,22,26
Nebraska,5/23/2020,347,,60,,15,,20,0,,,62,16,32
Nebraska,5/30/2020,375,,83,10,15,,17,,,,71,15,21
Nebraska,6/6/2020,319,,64,13,14,,24,,,,58,13,16
Nebraska,6/13/2020,319,,55,,14,,19,,,,57,13,24
Nebraska,6/20/2020,371,,85,,10,,20,,,,80,21,23
Nebraska,6/27/2020,318,,55,12,10,,19,,,,67,15,16
Nebraska,7/4/2020,308,,66,,,,24,,,,49,18,11
Nebraska,7/11/2020,317,,72,15,16,,16,,,,54,12,10
Nebraska,7/18/2020,325,,65,10,14,,13,,,,61,15,
Nebraska,7/25/2020,361,,77,,23,,17,,,,77,17,11
Nebraska,8/1/2020,358,,61,11,10,,25,,,,60,21,11
Nebraska,8/8/2020,380,,83,15,17,,20,,,,73,14,22
Nebraska,8/15/2020,353,,69,13,12,,20,,,,67,19,21
Nebraska,8/22/2020,362,,75,10,15,,19,,,10,74,14,25
Nebraska,8/29/2020,323,,70,15,13,,11,,,,64,,11
Nebraska,9/5/2020,346,,73,,19,,17,,,,56,20,33
Nebraska,9/12/2020,336,,62,12,11,,13,,,,58,24,21
Nebraska,9/19/2020,328,,56,,16,,22,,,,72,17,20
Nebraska,9/26/2020,375,,67,10,23,,19,,,,71,17,25
Nebraska,10/3/2020,368,,60,13,19,,13,,,,60,18,35
Nebraska,10/10/2020,398,,65,15,14,,21,,,14,71,18,46
Nebraska,10/17/2020,393,,76,13,19,,15,,,11,63,15,49
Nebraska,10/24/2020,417,,78,10,28,,21,,,,58,22,61
Nebraska,10/31/2020,425,,56,16,18,,19,,,15,68,16,66
Nebraska,11/7/2020,450,,59,16,18,,15,,,19,72,14,107
Nebraska,11/14/2020,435,,50,10,19,,23,,,14,53,24,128
Nebraska,11/21/2020,304,,52,,19,,10,,,14,41,13,64
Nevada,1/5/2019,537,,92,21,,20,27,,,,171,18,0
Nevada,1/12/2019,544,,137,19,10,,40,,,,125,19,0
Nevada,1/19/2019,563,,128,21,15,15,25,,,,155,29,0
Nevada,1/26/2019,506,,100,15,14,12,44,,,,121,28,0
Nevada,2/2/2019,542,,107,18,19,,34,,,,146,27,0
Nevada,2/9/2019,570,,108,17,,13,38,,10,,156,33,0
Nevada,2/16/2019,518,,83,20,14,13,38,,,,143,30,0
Nevada,2/23/2019,519,,110,23,12,,45,,,,132,32,0
Nevada,3/2/2019,599,,105,20,10,,41,,11,,184,34,0
Nevada,3/9/2019,548,,110,17,,17,40,,,,153,33,0
Nevada,3/16/2019,512,,106,19,14,13,40,,,,153,20,0
Nevada,3/23/2019,537,,120,14,16,13,40,,,,127,34,0
Nevada,3/30/2019,500,,99,19,16,,32,,,,133,31,0
Nevada,4/6/2019,546,,115,17,13,12,41,,,12,142,26,0
Nevada,4/13/2019,517,,105,15,10,15,42,,,,137,30,0
Nevada,4/20/2019,525,,126,14,20,10,35,,,,141,31,0
Nevada,4/27/2019,543,,106,18,12,16,33,,,0,139,37,0
Nevada,5/4/2019,520,,98,15,18,12,36,,,,134,24,0
Nevada,5/11/2019,491,,89,13,14,,30,,,,139,33,0
Nevada,5/18/2019,491,,97,16,14,,33,,,,125,25,0
Nevada,5/25/2019,477,,101,16,14,,21,,,,131,18,0
Nevada,6/1/2019,467,,94,14,11,,40,,,,133,26,0
Nevada,6/8/2019,508,,91,18,,,36,,,,140,28,0
Nevada,6/15/2019,526,,115,15,,,27,,,,157,24,0
Nevada,6/22/2019,490,,87,,12,10,40,,,,136,27,0
Nevada,6/29/2019,482,,116,16,18,,26,,,,121,11,0
Nevada,7/6/2019,485,,90,12,10,,28,,10,,125,20,0
Nevada,7/13/2019,495,,131,15,14,,32,,,,136,17,0
Nevada,7/20/2019,498,,111,25,11,,25,,,,116,20,0
Nevada,7/27/2019,441,,95,15,,,30,,,,120,21,0
Nevada,8/3/2019,510,,103,19,,,31,,,,135,25,0
Nevada,8/10/2019,483,,102,22,,,29,,,,138,25,0
Nevada,8/17/2019,483,,91,10,11,,39,,,,141,19,0
Nevada,8/24/2019,483,,100,14,14,,19,,,,140,19,0
Nevada,8/31/2019,478,,112,11,12,,22,,,,142,35,0
Nevada,9/7/2019,477,,95,,13,,25,,,,127,34,0
Nevada,9/14/2019,485,,97,15,13,10,24,,,,134,32,0
Nevada,9/21/2019,475,,110,25,,,28,0,,,125,35,0
Nevada,9/28/2019,497,,116,11,18,,32,,,,117,25,0
Nevada,10/5/2019,471,,99,20,16,,33,,,,133,23,0
Nevada,10/12/2019,526,,107,13,11,12,26,,,,132,35,0
Nevada,10/19/2019,420,,88,23,11,,17,0,,,106,24,0
Nevada,10/26/2019,465,,96,17,13,,19,,,,125,25,0
Nevada,11/2/2019,492,,109,19,20,,31,,,,130,21,0
Nevada,11/9/2019,513,,110,21,15,,30,,,11,143,28,0
Nevada,11/16/2019,508,,90,14,18,15,36,,,,131,33,0
Nevada,11/23/2019,513,,102,18,14,,28,,,,143,33,0
Nevada,11/30/2019,501,,105,17,15,,42,,,,126,26,0
Nevada,12/7/2019,498,,95,19,19,12,25,,,,141,23,0
Nevada,12/14/2019,514,,85,17,15,10,36,,11,,151,16,0
Nevada,12/21/2019,527,,100,20,14,11,44,,,,134,33,0
Nevada,12/28/2019,540,,98,11,17,12,42,,,,167,23,0
Nevada,1/4/2020,521,,98,13,18,16,32,,,,156,19,0
Nevada,1/11/2020,556,,104,19,21,12,41,,,,142,30,0
Nevada,1/18/2020,605,,112,22,12,14,53,,12,,167,39,0
Nevada,1/25/2020,577,,108,15,17,13,25,,,,154,36,0
Nevada,2/1/2020,532,,95,,15,16,35,,,,150,34,0
Nevada,2/8/2020,579,,108,25,13,17,49,,,,158,36,0
Nevada,2/15/2020,529,,76,22,18,15,43,,,,151,35,0
Nevada,2/22/2020,545,,113,22,14,,49,,,,135,25,0
Nevada,2/29/2020,543,,99,21,19,11,44,,,,141,34,0
Nevada,3/7/2020,535,,114,22,23,,37,,,,124,30,0
Nevada,3/14/2020,515,,82,27,15,19,43,,,,146,32,0
Nevada,3/21/2020,508,,100,20,16,19,37,13,,,145,27,
Nevada,3/28/2020,542,,101,19,21,17,40,,,,130,26,19
Nevada,4/4/2020,593,,99,20,20,14,36,,16,,157,26,41
Nevada,4/11/2020,588,,99,14,24,,31,,,,150,29,54
Nevada,4/18/2020,545,,95,27,16,,30,,,,146,37,41
Nevada,4/25/2020,565,,95,21,26,,28,,,,128,18,57
Nevada,5/2/2020,547,,104,16,11,11,24,,,,132,17,44
Nevada,5/9/2020,544,,87,15,22,,31,,13,,130,29,48
Nevada,5/16/2020,514,,105,17,19,,23,,,,130,34,32
Nevada,5/23/2020,536,,103,20,14,,24,,,,141,27,30
Nevada,5/30/2020,543,,105,13,22,11,26,,0,,127,37,28
Nevada,6/6/2020,562,,120,10,17,,22,,,11,144,25,18
Nevada,6/13/2020,543,,111,17,21,,34,,,,118,29,13
Nevada,6/20/2020,519,,114,12,15,,25,,,,125,25,17
Nevada,6/27/2020,557,,96,10,16,,19,,,,161,35,23
Nevada,7/4/2020,528,,104,,13,10,28,,,,125,20,41
Nevada,7/11/2020,633,,109,14,16,10,35,,,,144,36,64
Nevada,7/18/2020,639,,112,12,12,,32,,,,162,22,84
Nevada,7/25/2020,656,,109,15,14,12,21,,,10,177,23,86
Nevada,8/1/2020,618,,100,21,18,13,35,0,,,143,25,101
Nevada,8/8/2020,690,,112,25,27,,29,,,12,143,37,127
Nevada,8/15/2020,659,,105,18,27,,33,,,,150,26,107
Nevada,8/22/2020,645,,110,15,13,,32,,,13,146,21,96
Nevada,8/29/2020,629,,100,15,14,,38,,,12,159,23,71
Nevada,9/5/2020,635,,114,17,30,10,20,,,14,136,26,68
Nevada,9/12/2020,553,,98,18,16,10,23,0,,15,114,29,55
Nevada,9/19/2020,534,,108,22,15,,32,,10,16,113,19,45
Nevada,9/26/2020,522,,100,16,16,,31,,,20,116,29,34
Nevada,10/3/2020,556,,121,,20,10,25,,,22,115,36,32
Nevada,10/10/2020,545,,114,18,21,10,25,,,18,109,28,38
Nevada,10/17/2020,516,,94,17,12,,26,,,28,125,40,28
Nevada,10/24/2020,515,,87,15,23,,38,0,,33,135,27,34
Nevada,10/31/2020,567,,106,18,13,,27,,,44,127,21,42
Nevada,11/7/2020,525,,101,16,10,,26,,,41,117,23,55
Nevada,11/14/2020,548,,84,11,15,,25,,,49,110,26,70
Nevada,11/21/2020,377,,71,,18,,14,,,21,69,17,65
New Hampshire,1/5/2019,238,,51,,,,12,,,,62,,0
New Hampshire,1/12/2019,240,,45,13,,,18,,,,44,11,0
New Hampshire,1/19/2019,264,,63,,13,10,16,,,,49,,0
New Hampshire,1/26/2019,261,,51,,10,,16,,,,66,13,0
New Hampshire,2/2/2019,283,,59,,,11,11,,,,63,,0
New Hampshire,2/9/2019,240,,48,,,,19,,,,52,,0
New Hampshire,2/16/2019,274,,58,,10,10,23,,,,52,12,0
New Hampshire,2/23/2019,268,,63,,14,10,17,,,0,45,12,0
New Hampshire,3/2/2019,254,,40,,,,10,,,,64,16,0
New Hampshire,3/9/2019,231,0,50,,,,13,,,,66,10,0
New Hampshire,3/16/2019,252,,49,,10,,20,,,,59,10,0
New Hampshire,3/23/2019,255,,55,,17,,16,,,,62,,0
New Hampshire,3/30/2019,246,,43,,,,14,,,,59,,0
New Hampshire,4/6/2019,263,,37,11,,,15,,,,62,14,0
New Hampshire,4/13/2019,210,,44,,,,10,,,,41,,0
New Hampshire,4/20/2019,221,,45,,,,12,,,0,56,11,0
New Hampshire,4/27/2019,251,,50,,12,,15,,,,52,17,0
New Hampshire,5/4/2019,243,0,57,12,13,0,13,,,,46,,0
New Hampshire,5/11/2019,233,,45,,,,14,,,,49,10,0
New Hampshire,5/18/2019,211,,44,,11,,,,,,56,,0
New Hampshire,5/25/2019,224,,53,,,,,,,,54,,0
New Hampshire,6/1/2019,220,,49,,,,15,,,0,55,,0
New Hampshire,6/8/2019,193,,32,10,,0,17,,,,49,,0
New Hampshire,6/15/2019,180,0,41,,,,,,,0,36,,0
New Hampshire,6/22/2019,253,,53,,11,,11,,,0,52,12,0
New Hampshire,6/29/2019,222,0,45,,10,,11,,,,54,,0
New Hampshire,7/6/2019,206,,46,,,,,,,,47,,0
New Hampshire,7/13/2019,219,,53,,,,,,,,48,,0
New Hampshire,7/20/2019,225,,46,,,,16,,,,44,10,0
New Hampshire,7/27/2019,227,,64,,,,16,,,0,48,16,0
New Hampshire,8/3/2019,204,,46,,,,,,,,45,,0
New Hampshire,8/10/2019,261,,54,,,,20,,,,52,,0
New Hampshire,8/17/2019,219,,52,,,,15,,,,40,,0
New Hampshire,8/24/2019,208,,42,,,,12,,,,48,10,0
New Hampshire,8/31/2019,253,0,54,,,,15,,,,59,11,0
New Hampshire,9/7/2019,219,,59,,13,,,,,,49,,0
New Hampshire,9/14/2019,244,,59,,15,0,13,,,,49,12,0
New Hampshire,9/21/2019,222,,53,,10,,10,,,,51,,0
New Hampshire,9/28/2019,235,,58,,14,,12,,,,44,11,0
New Hampshire,10/5/2019,235,,57,,11,,14,,,,43,15,0
New Hampshire,10/12/2019,227,,56,,,,11,0,,,42,,0
New Hampshire,10/19/2019,251,,51,,,,15,,,,59,,0
New Hampshire,10/26/2019,224,,53,,,,17,,,,51,,0
New Hampshire,11/2/2019,252,,70,,,,19,,,,43,,0
New Hampshire,11/9/2019,237,,46,,,,16,,,,63,10,0
New Hampshire,11/16/2019,238,,61,,,,10,,0,,58,12,0
New Hampshire,11/23/2019,268,,52,,16,,16,,,,58,,0
New Hampshire,11/30/2019,237,,54,13,14,,18,,,0,43,15,0
New Hampshire,12/7/2019,242,,37,,19,,18,,,,55,13,0
New Hampshire,12/14/2019,259,,66,,18,,16,,,,54,,0
New Hampshire,12/21/2019,281,,60,10,17,,11,,,,53,10,0
New Hampshire,12/28/2019,247,,47,13,13,,20,,,,44,12,0
New Hampshire,1/4/2020,261,,52,,12,,16,,,,58,10,0
New Hampshire,1/11/2020,263,,47,,13,,15,,,,71,11,0
New Hampshire,1/18/2020,245,,65,,10,,15,,,,59,12,0
New Hampshire,1/25/2020,241,,54,,14,,16,,,,55,12,0
New Hampshire,2/1/2020,240,,51,,,,15,,,,54,17,0
New Hampshire,2/8/2020,256,,56,10,,,22,,,,53,,0
New Hampshire,2/15/2020,236,,52,,,,20,,,,53,,0
New Hampshire,2/22/2020,277,,50,,,,20,,11,,62,10,0
New Hampshire,2/29/2020,228,,51,,10,,19,,0,,46,,0
New Hampshire,3/7/2020,266,,45,,12,,18,,,,55,,0
New Hampshire,3/14/2020,240,,54,,,11,,,,,56,,0
New Hampshire,3/21/2020,252,,47,,,11,16,,,,61,10,0
New Hampshire,3/28/2020,258,,52,,16,,20,,,,48,,
New Hampshire,4/4/2020,248,,43,,,,12,,,,54,10,11
New Hampshire,4/11/2020,270,,58,11,12,,12,,,,37,,16
New Hampshire,4/18/2020,242,,39,10,17,,,,,,40,12,15
New Hampshire,4/25/2020,274,,54,,11,,18,,,,42,12,15
New Hampshire,5/2/2020,266,,44,11,11,,11,,,,61,11,36
New Hampshire,5/9/2020,292,,44,,,,19,,,,40,13,41
New Hampshire,5/16/2020,285,,61,,,,12,,,,38,,35
New Hampshire,5/23/2020,268,,53,,12,,12,,,,53,,35
New Hampshire,5/30/2020,250,,35,11,,,11,,,,50,13,30
New Hampshire,6/6/2020,259,,64,14,,,,,,,45,12,29
New Hampshire,6/13/2020,302,,69,,15,,11,,,,61,14,27
New Hampshire,6/20/2020,238,,60,,10,,,,,,43,11,12
New Hampshire,6/27/2020,250,,53,,,0,,,,,55,15,24
New Hampshire,7/4/2020,247,,39,,,0,12,,,,53,11,12
New Hampshire,7/11/2020,248,,51,,,,10,,,,55,13,
New Hampshire,7/18/2020,231,,53,,,,10,,,,54,,
New Hampshire,7/25/2020,266,,53,,15,,11,,,,61,,
New Hampshire,8/1/2020,247,,60,,,,11,,,,59,11,
New Hampshire,8/8/2020,233,,43,,10,,18,,,,50,,
New Hampshire,8/15/2020,230,,47,,,,10,,,,48,11,
New Hampshire,8/22/2020,249,,60,,10,,,,,,55,13,
New Hampshire,8/29/2020,231,,44,13,,,17,,,,47,11,0
New Hampshire,9/5/2020,233,0,43,,,,,,,,61,,
New Hampshire,9/12/2020,228,,47,,13,,,,,,59,,
New Hampshire,9/19/2020,226,,44,,12,,,,,,49,,
New Hampshire,9/26/2020,272,,50,,12,,15,,,,53,13,
New Hampshire,10/3/2020,221,,49,,,,,,,12,46,11,
New Hampshire,10/10/2020,254,,53,,,,,,,12,58,10,11
New Hampshire,10/17/2020,253,,63,,,,11,,,10,59,,
New Hampshire,10/24/2020,232,,55,,10,,12,,,11,38,13,
New Hampshire,10/31/2020,255,,55,,13,0,12,,0,,59,11,
New Hampshire,11/7/2020,262,,59,,10,,,,,,50,13,
New Hampshire,11/14/2020,284,,65,,,,15,,,17,56,17,
New Hampshire,11/21/2020,255,0,58,,,,10,,,19,54,,10
New Jersey,1/5/2019,1527,38,323,33,53,34,93,29,35,23,378,59,0
New Jersey,1/12/2019,1491,44,294,31,60,31,75,45,32,21,372,75,0
New Jersey,1/19/2019,1509,43,322,30,47,36,74,33,31,23,389,86,0
New Jersey,1/26/2019,1545,43,312,56,48,31,72,27,35,23,407,71,0
New Jersey,2/2/2019,1573,32,321,48,65,39,70,38,38,28,391,67,0
New Jersey,2/9/2019,1635,50,312,51,64,34,71,48,35,18,445,71,0
New Jersey,2/16/2019,1552,41,317,39,62,36,68,42,35,28,382,73,0
New Jersey,2/23/2019,1508,48,305,30,64,25,79,38,35,17,369,77,0
New Jersey,3/2/2019,1567,37,313,37,51,31,54,44,35,33,411,75,0
New Jersey,3/9/2019,1527,45,326,49,49,39,65,39,38,23,375,80,0
New Jersey,3/16/2019,1457,44,292,38,58,26,55,45,36,19,354,81,0
New Jersey,3/23/2019,1512,41,305,43,54,29,62,41,29,27,379,78,0
New Jersey,3/30/2019,1443,41,292,32,67,28,66,32,34,28,375,54,0
New Jersey,4/6/2019,1422,40,296,47,61,28,70,38,28,17,353,71,0
New Jersey,4/13/2019,1403,47,291,35,52,21,62,37,36,27,349,59,0
New Jersey,4/20/2019,1392,38,289,31,44,22,64,31,24,29,364,56,0
New Jersey,4/27/2019,1313,35,268,46,47,24,58,43,34,17,340,68,0
New Jersey,5/4/2019,1383,40,299,45,40,27,60,29,19,25,339,67,0
New Jersey,5/11/2019,1343,35,292,31,40,22,54,30,36,30,336,58,0
New Jersey,5/18/2019,1358,35,292,29,41,23,58,43,28,28,322,62,0
New Jersey,5/25/2019,1387,31,280,37,43,29,50,40,21,20,342,68,0
New Jersey,6/1/2019,1411,36,296,38,39,21,53,32,28,16,371,58,0
New Jersey,6/8/2019,1408,40,303,37,61,24,58,29,22,26,356,78,0
New Jersey,6/15/2019,1338,30,288,29,40,18,59,27,33,24,334,69,0
New Jersey,6/22/2019,1294,35,283,37,44,18,49,26,22,17,327,53,0
New Jersey,6/29/2019,1350,44,280,37,29,15,55,28,41,21,367,60,0
New Jersey,7/6/2019,1394,47,278,45,51,19,62,30,28,27,342,56,0
New Jersey,7/13/2019,1395,49,308,35,51,21,56,28,30,19,359,72,0
New Jersey,7/20/2019,1338,29,298,32,34,20,57,29,35,29,321,67,0
New Jersey,7/27/2019,1358,27,321,36,48,20,51,34,27,16,343,64,0
New Jersey,8/3/2019,1293,37,273,34,48,21,56,36,26,17,342,56,0
New Jersey,8/10/2019,1334,34,284,41,51,23,41,25,31,20,303,48,0
New Jersey,8/17/2019,1311,34,285,33,47,17,48,23,22,24,362,57,0
New Jersey,8/24/2019,1386,30,303,34,57,12,56,29,21,24,326,70,0
New Jersey,8/31/2019,1273,32,304,32,46,15,29,30,23,21,283,69,0
New Jersey,9/7/2019,1329,39,304,33,53,15,44,28,39,21,315,52,0
New Jersey,9/14/2019,1294,38,289,24,33,19,54,25,29,23,333,65,0
New Jersey,9/21/2019,1352,32,312,35,46,18,53,38,31,22,314,55,0
New Jersey,9/28/2019,1316,32,292,22,41,18,52,38,27,18,300,66,0
New Jersey,10/5/2019,1356,43,282,30,55,21,51,30,28,17,324,64,0
New Jersey,10/12/2019,1409,37,288,38,47,23,46,39,36,19,342,64,0
New Jersey,10/19/2019,1406,38,291,26,54,20,53,27,24,25,362,71,0
New Jersey,10/26/2019,1455,35,313,48,47,30,54,34,34,24,365,68,0
New Jersey,11/2/2019,1324,43,276,31,46,21,46,26,39,26,312,71,0
New Jersey,11/9/2019,1465,24,297,38,50,36,47,29,33,23,343,72,0
New Jersey,11/16/2019,1473,43,313,37,64,27,51,37,29,21,348,73,0
New Jersey,11/23/2019,1497,36,291,34,56,17,58,22,35,26,393,78,0
New Jersey,11/30/2019,1430,42,305,35,49,19,46,38,39,14,373,59,0
New Jersey,12/7/2019,1540,44,286,45,63,21,76,24,36,22,388,63,0
New Jersey,12/14/2019,1586,40,314,41,67,26,68,36,27,26,389,86,0
New Jersey,12/21/2019,1460,26,295,33,50,19,77,27,41,11,371,82,0
New Jersey,12/28/2019,1572,48,294,44,55,28,62,31,37,31,432,57,0
New Jersey,1/4/2020,1628,41,321,30,42,25,65,53,35,26,419,68,0
New Jersey,1/11/2020,1587,38,317,44,51,37,70,40,32,21,394,66,0
New Jersey,1/18/2020,1489,44,309,35,38,36,73,49,36,19,364,76,0
New Jersey,1/25/2020,1580,38,310,47,52,34,64,39,36,20,393,86,0
New Jersey,2/1/2020,1516,47,302,43,54,29,59,40,30,27,348,64,0
New Jersey,2/8/2020,1494,30,299,36,48,26,58,43,41,21,371,80,0
New Jersey,2/15/2020,1488,50,320,39,46,28,70,38,36,21,358,73,0
New Jersey,2/22/2020,1493,45,300,34,52,31,71,59,22,19,381,64,0
New Jersey,2/29/2020,1571,47,311,43,56,36,62,48,29,28,378,85,0
New Jersey,3/7/2020,1507,43,308,42,40,38,60,43,29,19,378,72,0
New Jersey,3/14/2020,1477,38,280,40,45,34,53,38,27,37,388,75,
New Jersey,3/21/2020,1596,40,306,44,48,43,65,43,57,26,380,85,34
New Jersey,3/28/2020,2123,63,288,48,67,84,72,68,34,33,467,69,277
New Jersey,4/4/2020,3481,62,327,100,100,110,108,73,46,59,552,108,1186
New Jersey,4/11/2020,4768,61,324,96,124,125,116,93,46,65,634,104,2279
New Jersey,4/18/2020,4729,45,343,105,129,84,95,64,47,46,596,92,2386
New Jersey,4/25/2020,3974,50,268,86,101,77,101,68,42,32,527,78,1914
New Jersey,5/2/2020,3180,48,298,66,81,60,66,50,29,34,417,72,1442
New Jersey,5/9/2020,2598,35,285,61,66,39,51,47,32,35,392,54,1011
New Jersey,5/16/2020,2285,39,268,49,61,34,57,38,34,28,408,90,742
New Jersey,5/23/2020,1936,27,292,43,48,29,48,30,26,22,379,73,487
New Jersey,5/30/2020,1745,39,264,43,49,30,49,34,21,27,316,68,347
New Jersey,6/6/2020,1582,24,251,40,47,20,46,30,28,25,357,43,254
New Jersey,6/13/2020,1485,27,278,35,35,17,48,30,30,21,328,54,183
New Jersey,6/20/2020,1409,38,281,32,37,23,43,32,28,28,325,54,127
New Jersey,6/27/2020,1444,34,280,40,40,19,52,32,29,22,331,65,107
New Jersey,7/4/2020,1404,33,294,46,31,16,57,31,32,23,335,56,78
New Jersey,7/11/2020,1385,28,260,31,39,11,42,28,19,28,324,65,59
New Jersey,7/18/2020,1321,34,294,32,47,23,38,17,31,24,304,64,40
New Jersey,7/25/2020,1365,33,294,38,43,23,31,25,26,31,325,54,48
New Jersey,8/1/2020,1384,32,295,34,42,14,33,39,29,43,329,63,47
New Jersey,8/8/2020,1340,44,290,26,32,28,46,40,25,36,297,77,27
New Jersey,8/15/2020,1305,24,269,46,53,20,43,30,29,44,297,49,33
New Jersey,8/22/2020,1337,46,281,29,37,17,49,38,26,35,330,55,30
New Jersey,8/29/2020,1333,29,296,44,37,15,45,27,25,34,322,63,21
New Jersey,9/5/2020,1393,29,278,46,37,21,50,29,37,44,340,52,26
New Jersey,9/12/2020,1383,37,323,39,44,18,41,35,33,52,312,62,30
New Jersey,9/19/2020,1370,30,278,39,34,19,45,18,33,66,322,79,27
New Jersey,9/26/2020,1384,41,290,38,35,11,52,37,34,69,325,79,27
New Jersey,10/3/2020,1327,33,273,31,33,21,49,31,31,66,297,80,27
New Jersey,10/10/2020,1390,31,289,50,50,29,45,34,28,85,285,67,40
New Jersey,10/17/2020,1331,38,252,33,38,15,40,53,25,78,315,58,49
New Jersey,10/24/2020,1459,39,311,33,58,21,43,38,29,86,308,58,60
New Jersey,10/31/2020,1420,38,272,33,49,14,58,38,27,72,348,49,68
New Jersey,11/7/2020,1528,47,335,47,35,22,52,29,28,93,331,71,77
New Jersey,11/14/2020,1525,41,316,39,44,25,53,38,31,81,334,51,130
New Jersey,11/21/2020,1206,39,262,24,35,19,32,34,25,79,265,42,79
New Mexico,1/5/2019,409,,69,17,,10,27,,,,97,15,0
New Mexico,1/12/2019,447,10,78,12,13,,40,,,,85,22,0
New Mexico,1/19/2019,408,,76,16,15,14,28,,11,,84,12,0
New Mexico,1/26/2019,358,,69,12,,,25,,,,76,20,0
New Mexico,2/2/2019,392,,88,18,11,,23,,,,91,19,0
New Mexico,2/9/2019,369,,66,12,12,12,29,,,,85,15,0
New Mexico,2/16/2019,374,,64,10,16,11,30,,,,89,13,0
New Mexico,2/23/2019,378,,67,17,16,10,24,,,0,77,17,0
New Mexico,3/2/2019,392,,69,13,,10,25,,,,88,22,0
New Mexico,3/9/2019,350,,69,11,11,,20,,,,97,19,0
New Mexico,3/16/2019,404,,79,12,11,,32,10,,,70,18,0
New Mexico,3/23/2019,401,,66,18,13,12,27,,,,88,16,0
New Mexico,3/30/2019,374,,70,,,,20,,,,93,19,0
New Mexico,4/6/2019,337,,53,13,,,23,,,,71,18,0
New Mexico,4/13/2019,375,,67,13,10,,28,,,,77,15,0
New Mexico,4/20/2019,347,,57,15,14,,13,,,,87,12,0
New Mexico,4/27/2019,376,,69,14,10,,26,,10,,73,23,0
New Mexico,5/4/2019,359,,60,16,12,10,26,,,,74,18,0
New Mexico,5/11/2019,343,,64,21,,,15,,,,75,18,0
New Mexico,5/18/2019,341,,65,,13,,21,,,0,86,,0
New Mexico,5/25/2019,346,,74,,11,,21,,,,74,21,0
New Mexico,6/1/2019,348,,55,15,,,17,,,,91,12,0
New Mexico,6/8/2019,358,,61,10,10,,28,,,,75,15,0
New Mexico,6/15/2019,357,,79,10,15,,15,,,,74,23,0
New Mexico,6/22/2019,335,,74,,10,,16,,,,73,16,0
New Mexico,6/29/2019,340,,60,11,,,13,,,,83,22,0
New Mexico,7/6/2019,364,,52,14,,,20,,,,94,15,0
New Mexico,7/13/2019,377,,69,16,14,,12,,,0,76,12,0
New Mexico,7/20/2019,344,,65,12,12,,17,,,,75,21,0
New Mexico,7/27/2019,311,,50,10,10,,12,,,,81,,0
New Mexico,8/3/2019,340,,60,13,,,13,,,,79,15,0
New Mexico,8/10/2019,321,,58,13,15,,12,,,,64,12,0
New Mexico,8/17/2019,335,,61,12,,,17,,,,83,11,0
New Mexico,8/24/2019,342,,64,17,,,18,,,,66,20,0
New Mexico,8/31/2019,349,,76,12,11,,13,,,,83,16,0
New Mexico,9/7/2019,390,,76,13,14,,12,,,,93,13,0
New Mexico,9/14/2019,331,,68,13,10,,25,,,,51,,0
New Mexico,9/21/2019,367,,60,15,,,21,,,,83,,0
New Mexico,9/28/2019,344,,76,15,,,20,,,,66,10,0
New Mexico,10/5/2019,376,,73,12,,,20,,,,86,13,0
New Mexico,10/12/2019,358,,62,13,,,18,,,,84,15,0
New Mexico,10/19/2019,328,,58,,,10,23,,,0,66,21,0
New Mexico,10/26/2019,344,,59,14,14,,22,,,,69,17,0
New Mexico,11/2/2019,356,,76,,12,,14,,,0,78,11,0
New Mexico,11/9/2019,354,,68,,13,,12,,,,76,11,0
New Mexico,11/16/2019,340,,60,12,13,,16,,12,0,72,,0
New Mexico,11/23/2019,352,,70,16,,,23,,,,70,20,0
New Mexico,11/30/2019,408,,64,11,,,16,,13,,101,18,0
New Mexico,12/7/2019,363,,74,,14,,24,,,,76,10,0
New Mexico,12/14/2019,376,,78,13,10,,22,,,,80,11,0
New Mexico,12/21/2019,366,,78,,,,28,,10,,73,11,0
New Mexico,12/28/2019,378,,63,,14,,22,,12,0,84,20,0
New Mexico,1/4/2020,405,,63,14,14,17,18,,,,98,25,0
New Mexico,1/11/2020,409,,66,16,10,14,44,,,,86,13,0
New Mexico,1/18/2020,388,,61,14,12,11,27,,,,89,,0
New Mexico,1/25/2020,398,,75,10,11,16,23,,,,87,18,0
New Mexico,2/1/2020,370,,61,11,,12,21,12,,,74,21,0
New Mexico,2/8/2020,375,,77,16,,,25,,,,67,15,0
New Mexico,2/15/2020,382,,75,19,11,16,20,10,,,73,15,0
New Mexico,2/22/2020,386,,67,13,10,,25,,,0,87,20,0
New Mexico,2/29/2020,393,,61,,17,,31,,11,,102,19,0
New Mexico,3/7/2020,397,,60,19,14,11,21,,13,,91,23,0
New Mexico,3/14/2020,340,,54,13,13,,19,,,,79,12,0
New Mexico,3/21/2020,387,,61,15,10,13,24,,,,82,14,0
New Mexico,3/28/2020,362,,60,18,14,,26,,,,86,12,
New Mexico,4/4/2020,395,,68,16,12,,31,11,,,78,13,
