jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD
Montana,7/29/2017,196,,46,11,0,0,,,,,46,
Montana,8/5/2017,214,,49,,,0,12,0,,,47,13
Montana,8/12/2017,188,,40,,,,,,,,45,10
Montana,8/19/2017,201,,39,,,,16,,,,43,13
Montana,8/26/2017,171,,35,,,,16,0,,,33,13
Montana,9/2/2017,173,0,42,,,,,,,0,41,10
Montana,9/9/2017,170,,45,,,,10,,,,27,14
Montana,9/16/2017,175,0,41,,,,,,,,45,
Montana,9/23/2017,181,,45,,,,14,0,,,36,
Montana,9/30/2017,169,,33,,,,,,,,42,
Montana,10/7/2017,218,,45,,,,15,,,,53,
Montana,10/14/2017,190,,39,,,,10,,,,44,
Montana,10/21/2017,199,,37,,,,13,,,,41,10
Montana,10/28/2017,188,,39,,,,,,,,43,
Montana,11/4/2017,187,0,40,,,0,17,,,,40,
Montana,11/11/2017,182,,43,,,,14,,,,38,14
Montana,11/18/2017,190,,35,10,,,16,,,,48,
Montana,11/25/2017,192,,43,,,,12,,,0,46,
Montana,12/2/2017,210,,44,,,,20,,,,45,
Montana,12/9/2017,161,,42,,,,10,,,0,41,
Montana,12/16/2017,199,,36,,,,11,,,0,50,
Montana,12/23/2017,198,,36,,,,12,,,,49,17
Montana,12/30/2017,200,,44,,,,17,,,,34,
Montana,1/6/2018,193,0,32,,,,24,,,,45,10
Montana,1/13/2018,205,,45,,,,11,,,,57,
Montana,1/20/2018,178,,40,,,,14,,,,36,
Montana,1/27/2018,218,,42,,,,12,,,,54,
Montana,2/3/2018,196,,29,,,13,17,,,,34,11
Montana,2/10/2018,199,,48,,,,12,,,,50,
Montana,2/17/2018,223,,55,,,,15,,,0,56,
Montana,2/24/2018,197,,35,,,,24,0,,,53,
Montana,3/3/2018,194,,42,,,,,,,,52,10
Montana,3/10/2018,221,,37,,12,10,14,,,,62,
Montana,3/17/2018,196,,30,,,,17,,0,,51,12
Montana,3/24/2018,195,,29,,,,,,,,51,
Montana,3/31/2018,163,,29,,,,15,,,0,44,
Montana,4/7/2018,212,,43,,,,11,,,,52,11
Montana,4/14/2018,190,,36,,,,15,,,,53,
Montana,4/21/2018,191,0,36,,,,12,,,,44,
Montana,4/28/2018,205,,41,,,,17,,,,49,11
Montana,5/5/2018,176,,38,,,,14,,,,46,
Montana,5/12/2018,173,,38,,,,10,,,,36,
Montana,5/19/2018,171,,31,,,0,13,,,,50,
Montana,5/26/2018,156,,30,,,0,12,,,,44,
Montana,6/2/2018,163,,34,,,0,17,,,0,36,11
Montana,6/9/2018,190,,41,,,,11,,,,35,12
Montana,6/16/2018,195,,37,,11,,14,,,0,51,13
Montana,6/23/2018,177,,36,,,,13,,,,41,
Montana,6/30/2018,175,,38,,10,,12,,,0,38,
Montana,7/7/2018,192,,39,,,,,0,,,44,
Montana,7/14/2018,181,,40,,,0,13,,,,37,
Montana,7/21/2018,182,,44,,,,16,,,,41,
Montana,7/28/2018,211,,39,,,0,12,,0,,46,
Montana,8/4/2018,210,,40,,,,19,,,,50,10
Montana,8/11/2018,196,,33,,,,16,,,,40,
Montana,8/18/2018,177,0,46,,,,,,,,32,10
Montana,8/25/2018,199,,41,,,,11,,,,48,
Montana,9/1/2018,167,0,28,,,,,,,,47,
Montana,9/8/2018,199,,41,,,,15,,,,43,11
Montana,9/15/2018,195,,39,,,,18,,,0,50,
Montana,9/22/2018,177,,45,,,,16,,,,38,
Montana,9/29/2018,176,,31,,,,10,,,0,39,10
Montana,10/6/2018,211,,43,,,0,14,,,,46,12
Montana,10/13/2018,199,,45,,,,14,,,,46,
Montana,10/20/2018,186,,34,,,,16,,,0,52,10
Montana,10/27/2018,194,,40,,,0,14,,,,43,
Montana,11/3/2018,177,,39,,,,11,,,,38,
Montana,11/10/2018,204,,55,,,0,14,,,,45,
Montana,11/17/2018,212,,40,,,,19,,,0,53,
Montana,11/24/2018,218,,43,,,,15,,,,44,13
Montana,12/1/2018,201,,43,,,,11,,,,55,
Montana,12/8/2018,164,0,33,,,,,,,,36,
Montana,12/15/2018,180,0,39,,,0,14,,,,37,
Montana,12/22/2018,214,,36,,,,15,,,,36,10
Montana,12/29/2018,187,,37,,,0,,,,,50,
Nebraska,1/4/2014,183,,41,,,,22,,,,37,13
Nebraska,1/11/2014,338,,79,12,12,13,32,,,,68,21
Nebraska,1/18/2014,326,,70,12,,,23,,,,73,15
Nebraska,1/25/2014,324,,70,,14,,23,,,12,62,26
Nebraska,2/1/2014,354,,67,14,10,13,26,,,,84,15
Nebraska,2/8/2014,338,,78,,,,25,,,,67,22
Nebraska,2/15/2014,339,,64,13,13,11,28,,,,76,17
Nebraska,2/22/2014,345,,71,10,,12,17,,,,81,23
Nebraska,3/1/2014,324,,62,,16,,28,,,,64,24
Nebraska,3/8/2014,315,,62,,11,10,38,,,,72,14
Nebraska,3/15/2014,316,,64,,12,,17,,,14,61,20
Nebraska,3/22/2014,345,,64,10,,,35,,,,68,13
Nebraska,3/29/2014,317,,59,,19,,29,,,,63,17
Nebraska,4/5/2014,328,0,72,,,,22,,,12,70,10
Nebraska,4/12/2014,355,,65,10,17,,28,,,12,70,19
Nebraska,4/19/2014,307,0,75,15,,,26,,,10,51,11
Nebraska,4/26/2014,278,,62,13,10,,21,,,,57,
Nebraska,5/3/2014,305,,70,,,,19,,,,66,15
Nebraska,5/10/2014,318,,83,13,,,25,,,,74,17
Nebraska,5/17/2014,281,0,54,,,,,,,11,79,16
Nebraska,5/24/2014,315,,83,,,,23,,10,,61,21
Nebraska,5/31/2014,291,,67,10,,,18,,,11,52,19
Nebraska,6/7/2014,271,,65,,11,12,17,,,,55,11
Nebraska,6/14/2014,284,,60,,,,26,,,13,48,19
Nebraska,6/21/2014,310,,70,,13,,25,,,,58,18
Nebraska,6/28/2014,295,,65,11,,,17,,,,60,16
Nebraska,7/5/2014,265,,65,,10,,15,,10,,52,13
Nebraska,7/12/2014,280,,59,,,,17,,,,57,
Nebraska,7/19/2014,297,,57,,,,19,,,,65,15
Nebraska,7/26/2014,276,0,70,,,,25,,,,62,20
Nebraska,8/2/2014,274,,60,,10,,17,,,,58,18
Nebraska,8/9/2014,275,,51,,10,,26,0,,10,51,15
Nebraska,8/16/2014,273,,58,,11,,15,,,,58,16
Nebraska,8/23/2014,279,0,62,12,,,13,,,,52,
Nebraska,8/30/2014,296,,72,,,,22,0,,,63,11
Nebraska,9/6/2014,276,,59,11,,,20,,,,60,
Nebraska,9/13/2014,333,,86,,15,,15,,,12,52,15
Nebraska,9/20/2014,308,,78,13,12,,,,,,55,
Nebraska,9/27/2014,319,,60,13,14,,13,,,,79,10
Nebraska,10/4/2014,289,,68,,12,,23,,,,70,15
Nebraska,10/11/2014,300,,66,12,12,,18,,,10,61,11
Nebraska,10/18/2014,316,,78,,17,,13,,,,62,19
Nebraska,10/25/2014,309,,61,10,11,,26,,,,63,21
Nebraska,11/1/2014,324,,78,15,,,22,,,,68,13
Nebraska,11/8/2014,327,,78,,14,,18,,,11,51,19
Nebraska,11/15/2014,323,,75,12,,,18,,,,75,17
Nebraska,11/22/2014,282,,52,,11,,26,,,,55,
Nebraska,11/29/2014,326,,82,12,,,17,,,13,58,18
Nebraska,12/6/2014,315,,57,12,,,17,,,12,83,
Nebraska,12/13/2014,369,,86,,13,12,17,,,,72,16
Nebraska,12/20/2014,316,,66,,,13,26,,,,62,14
Nebraska,12/27/2014,344,,62,11,10,18,30,,,13,71,25
Nebraska,1/3/2015,369,,79,10,15,20,29,,,,79,16
Nebraska,1/10/2015,399,,69,,11,20,26,,,13,88,21
Nebraska,1/17/2015,375,,49,10,,15,36,,,11,84,22
Nebraska,1/24/2015,367,,69,12,13,11,29,,,,81,26
Nebraska,1/31/2015,389,,74,,20,13,30,,,10,88,21
Nebraska,2/7/2015,390,,71,16,11,28,33,,,12,88,11
Nebraska,2/14/2015,349,,70,16,15,12,20,,,15,67,13
Nebraska,2/21/2015,354,,75,10,17,10,37,,10,,74,13
Nebraska,2/28/2015,339,,68,14,12,16,28,,,,70,17
Nebraska,3/7/2015,359,,72,12,11,12,23,,,,77,18
Nebraska,3/14/2015,359,,76,11,10,10,20,,,10,80,11
Nebraska,3/21/2015,356,,71,,10,12,22,,,12,68,20
Nebraska,3/28/2015,327,,69,,15,13,24,,,,58,12
Nebraska,4/4/2015,354,,65,13,12,,27,,,,78,15
Nebraska,4/11/2015,332,,53,11,,,28,,10,,75,18
Nebraska,4/18/2015,332,,66,,15,,19,,,,67,15
Nebraska,4/25/2015,312,,64,10,11,,25,,,,64,
Nebraska,5/2/2015,325,,66,17,11,,20,,,10,69,20
Nebraska,5/9/2015,333,,60,,,,36,,,,65,16
Nebraska,5/16/2015,299,,59,,,,24,,,11,72,10
Nebraska,5/23/2015,302,,65,12,10,,22,,,,72,12
Nebraska,5/30/2015,313,,72,,10,,18,,,,79,12
Nebraska,6/6/2015,307,,78,,,,24,,,,46,19
Nebraska,6/13/2015,307,,69,,10,,26,,,16,69,14
Nebraska,6/20/2015,322,,65,14,15,10,20,,,,76,13
Nebraska,6/27/2015,291,,62,11,10,11,26,,,,54,14
Nebraska,7/4/2015,314,,62,,10,,28,,,,69,19
Nebraska,7/11/2015,326,,71,,15,,18,,,,70,15
Nebraska,7/18/2015,309,,64,10,,,20,,,,69,11
Nebraska,7/25/2015,283,,69,,,,19,,,,70,11
Nebraska,8/1/2015,308,,84,11,,,18,,,,53,14
Nebraska,8/8/2015,291,,65,12,11,,15,,,,64,13
Nebraska,8/15/2015,310,,72,15,12,,20,,,,64,15
Nebraska,8/22/2015,301,,69,15,,,25,,,,58,
Nebraska,8/29/2015,303,,69,,10,,13,,,,69,12
Nebraska,9/5/2015,286,0,63,11,10,,17,,,,62,17
Nebraska,9/12/2015,305,,76,,12,,10,,,,78,13
Nebraska,9/19/2015,317,,79,12,13,,21,,,,76,10
Nebraska,9/26/2015,321,,66,10,13,,14,,,,77,14
Nebraska,10/3/2015,290,,55,,13,,14,,,,68,14
Nebraska,10/10/2015,344,,61,10,,,27,,,,73,17
Nebraska,10/17/2015,313,,82,10,,,22,,,,61,12
Nebraska,10/24/2015,344,,73,15,14,,31,,,,70,
Nebraska,10/31/2015,310,,87,10,11,12,18,,,,52,14
Nebraska,11/7/2015,304,,65,,22,10,26,,,,52,15
Nebraska,11/14/2015,320,0,73,11,14,,18,10,,,66,15
Nebraska,11/21/2015,280,,57,,13,,13,,,,61,21
Nebraska,11/28/2015,308,0,64,13,,,20,,,,78,16
Nebraska,12/5/2015,321,,71,11,15,,17,,,,79,17
Nebraska,12/12/2015,321,,57,13,11,,31,,,11,64,17
Nebraska,12/19/2015,291,,54,11,10,,18,,,,54,28
Nebraska,12/26/2015,345,,73,13,12,,17,,,10,70,19
Nebraska,1/2/2016,334,,68,10,12,,26,,,,75,16
Nebraska,1/9/2016,312,,54,,12,11,22,11,,,60,15
Nebraska,1/16/2016,332,,71,11,12,,22,,,,74,19
Nebraska,1/23/2016,347,,75,,16,,23,,,,70,11
Nebraska,1/30/2016,330,,60,12,12,,13,,,,83,14
Nebraska,2/6/2016,287,,62,12,13,,21,,,,63,14
Nebraska,2/13/2016,281,,63,,,,26,,,,58,11
Nebraska,2/20/2016,343,,59,11,14,13,25,,,,73,19
Nebraska,2/27/2016,320,,57,,20,,23,,,13,60,13
Nebraska,3/5/2016,321,,58,11,,11,18,,,12,73,18
Nebraska,3/12/2016,314,,64,,11,14,30,,,,65,16
Nebraska,3/19/2016,324,,67,13,10,11,35,,0,,67,18
Nebraska,3/26/2016,296,,64,15,,,16,,,,69,12
Nebraska,4/2/2016,327,,78,,,10,22,,,,63,18
Nebraska,4/9/2016,337,,70,12,12,12,16,,,,70,16
Nebraska,4/16/2016,372,,78,,,15,29,,,,67,23
Nebraska,4/23/2016,309,,65,,11,,28,,11,,59,
Nebraska,4/30/2016,298,,61,13,12,12,25,,,,52,17
Nebraska,5/7/2016,332,,68,,,,25,,,,75,15
Nebraska,5/14/2016,299,,65,10,14,,17,,,,65,11
Nebraska,5/21/2016,306,,58,,10,,26,,,11,58,18
Nebraska,5/28/2016,282,,58,,12,,15,,,,55,10
Nebraska,6/4/2016,280,,52,12,12,,25,,,,61,11
Nebraska,6/11/2016,316,,75,,11,,16,,,,64,23
Nebraska,6/18/2016,281,,77,,11,,10,,,,54,
Nebraska,6/25/2016,266,,67,,12,,24,,,,35,
Nebraska,7/2/2016,307,,62,,15,,20,,,13,63,13
Nebraska,7/9/2016,275,,62,,,,18,,,,59,14
Nebraska,7/16/2016,273,,69,,,,23,,,,46,10
Nebraska,7/23/2016,278,,61,,,,15,,0,,52,24
Nebraska,7/30/2016,311,0,74,,12,,15,,,11,67,17
Nebraska,8/6/2016,308,,76,,,,21,,,,58,
Nebraska,8/13/2016,330,,78,10,11,,17,0,,,68,14
Nebraska,8/20/2016,340,10,85,,11,,18,,10,,75,11
Nebraska,8/27/2016,333,,81,,,,25,,,11,63,13
Nebraska,9/3/2016,288,,66,,16,,12,,,,50,16
Nebraska,9/10/2016,300,,57,,13,,16,,,,66,15
Nebraska,9/17/2016,293,,72,,,,27,,,,61,11
Nebraska,9/24/2016,282,,68,,17,,20,,,,61,17
Nebraska,10/1/2016,306,,64,13,16,,21,,,,70,12
Nebraska,10/8/2016,291,,61,,14,,10,,,,64,20
Nebraska,10/15/2016,312,,66,11,21,12,22,,,,57,18
Nebraska,10/22/2016,310,,69,10,12,,24,,,,63,11
Nebraska,10/29/2016,310,,65,,13,,19,,,,62,21
Nebraska,11/5/2016,336,,63,15,23,,17,,,,64,18
Nebraska,11/12/2016,313,,73,14,,,28,,,,63,10
Nebraska,11/19/2016,349,0,77,15,15,,24,,,,85,14
Nebraska,11/26/2016,327,,66,12,,,28,,,10,80,18
Nebraska,12/3/2016,323,,70,11,14,,24,,,,64,19
Nebraska,12/10/2016,339,,63,13,10,,31,,,,63,23
Nebraska,12/17/2016,351,,87,12,15,,22,,,,58,21
Nebraska,12/24/2016,361,,74,13,16,,27,,,,70,22
Nebraska,12/31/2016,348,,59,14,15,12,28,,,,79,20
Nebraska,1/7/2017,396,,93,18,18,13,29,,,,78,10
Nebraska,1/14/2017,439,,89,,12,17,35,,,,88,17
Nebraska,1/21/2017,386,,63,,15,13,25,,,,80,18
Nebraska,1/28/2017,360,,53,16,,12,37,,,,69,17
Nebraska,2/4/2017,357,0,61,13,12,14,26,,,,75,21
Nebraska,2/11/2017,422,,83,23,15,21,38,,,,70,13
Nebraska,2/18/2017,353,,50,16,16,15,33,,,,81,22
Nebraska,2/25/2017,348,,74,,20,12,30,,,,74,14
Nebraska,3/4/2017,327,,55,,17,10,32,,,,61,14
Nebraska,3/11/2017,331,,64,10,12,11,29,,,,69,15
Nebraska,3/18/2017,367,,87,10,19,15,23,,,,82,24
Nebraska,3/25/2017,303,,67,13,12,,17,,,,73,20
Nebraska,4/1/2017,341,,81,,15,10,24,,,,69,18
Nebraska,4/8/2017,317,,74,,12,,21,,,,59,15
Nebraska,4/15/2017,318,,60,15,22,,24,,,,66,
Nebraska,4/22/2017,286,,72,,,,28,,,,52,10
Nebraska,4/29/2017,319,,66,16,,,28,,,,90,
Nebraska,5/6/2017,322,,81,14,10,,22,,,,64,16
Nebraska,5/13/2017,309,,63,12,16,,21,,,,67,19
Nebraska,5/20/2017,295,,52,,14,,24,,,,70,17
Nebraska,5/27/2017,326,,78,11,17,,17,,,,65,18
Nebraska,6/3/2017,321,,61,14,17,,25,,,,62,19
Nebraska,6/10/2017,323,,74,,14,,19,,,,58,16
Nebraska,6/17/2017,303,,68,14,,,15,,,,65,10
Nebraska,6/24/2017,338,,73,12,,,24,,,,85,21
Nebraska,7/1/2017,310,,67,,13,,20,,,,71,12
Nebraska,7/8/2017,328,,86,12,,,21,,,,69,
Nebraska,7/15/2017,324,,66,,19,,19,11,,,73,17
Nebraska,7/22/2017,293,,72,,,,17,,,,67,16
Nebraska,7/29/2017,276,,58,,11,,20,,,,61,11
Nebraska,8/5/2017,296,,59,,16,,18,,,,63,18
Nebraska,8/12/2017,268,,70,11,12,,15,,,,54,12
Nebraska,8/19/2017,277,,53,14,16,,25,,,,50,
Nebraska,8/26/2017,319,,62,,12,,22,,,,96,10
Nebraska,9/2/2017,312,,54,11,,,21,,,,67,
Nebraska,9/9/2017,317,,69,13,16,,14,,,,57,15
Nebraska,9/16/2017,302,,66,,,10,27,,,,57,
Nebraska,9/23/2017,313,0,68,,12,,18,,,,78,15
Nebraska,9/30/2017,284,,68,11,16,,19,,,,57,14
Nebraska,10/7/2017,324,,72,11,12,,30,,,,71,21
Nebraska,10/14/2017,322,,72,11,,,23,,,,69,12
Nebraska,10/21/2017,322,,74,,,,20,,,,73,20
Nebraska,10/28/2017,321,,63,,19,,23,,,,70,10
Nebraska,11/4/2017,321,,69,,12,,26,,,,60,14
Nebraska,11/11/2017,347,,69,20,19,,20,,,,83,11
Nebraska,11/18/2017,304,,50,14,16,,21,,,,67,16
Nebraska,11/25/2017,342,,64,,14,,18,,,,75,15
Nebraska,12/2/2017,315,,62,14,13,,20,,,,56,22
Nebraska,12/9/2017,321,,61,13,11,,16,,,,65,13
Nebraska,12/16/2017,367,,66,10,21,10,29,,,,73,12
Nebraska,12/23/2017,344,,72,15,16,,33,,,,69,18
Nebraska,12/30/2017,356,,80,12,16,12,26,,,,70,16
Nebraska,1/6/2018,408,,88,12,16,12,30,,,,88,23
Nebraska,1/13/2018,372,,70,11,17,16,25,,,,74,19
Nebraska,1/20/2018,390,,72,16,13,14,33,,,,71,25
Nebraska,1/27/2018,364,,73,,21,19,39,,,,76,14
Nebraska,2/3/2018,342,,78,,11,23,29,,,,57,14
Nebraska,2/10/2018,340,,65,11,11,,20,,,,72,15
Nebraska,2/17/2018,339,,71,10,12,17,25,,,,68,14
Nebraska,2/24/2018,360,,60,,11,20,22,11,,,78,26
Nebraska,3/3/2018,346,,70,,23,18,21,,,,75,14
Nebraska,3/10/2018,357,,69,12,15,13,31,,,,77,12
Nebraska,3/17/2018,372,,66,17,15,14,26,12,,,71,14
Nebraska,3/24/2018,315,,64,,13,13,23,,,,75,15
Nebraska,3/31/2018,368,,75,13,10,11,24,,,,96,
Nebraska,4/7/2018,355,,67,15,18,,18,,,,85,17
Nebraska,4/14/2018,342,,75,13,12,,27,,,,71,14
Nebraska,4/21/2018,324,,56,15,16,,23,,,,65,10
Nebraska,4/28/2018,301,,66,12,,,27,,,,54,17
Nebraska,5/5/2018,330,,77,11,18,,17,,,,62,12
Nebraska,5/12/2018,314,,65,,12,,26,,,,65,12
Nebraska,5/19/2018,312,,83,,10,,17,,,,67,
Nebraska,5/26/2018,277,,47,10,,,19,,,,67,11
Nebraska,6/2/2018,311,,63,12,10,,17,,,,58,17
Nebraska,6/9/2018,311,,84,14,10,,12,,,,71,11
Nebraska,6/16/2018,315,,63,15,15,,17,,,,68,19
Nebraska,6/23/2018,314,,67,,11,,26,11,0,,71,15
Nebraska,6/30/2018,352,,78,17,13,,21,,,,81,15
Nebraska,7/7/2018,327,,77,,14,,20,10,,,67,17
Nebraska,7/14/2018,308,,43,,11,,22,,,,58,19
Nebraska,7/21/2018,280,,61,,,,19,,,,63,18
Nebraska,7/28/2018,317,,62,11,13,,24,11,,,70,11
Nebraska,8/4/2018,304,,72,11,13,,17,,,,61,24
Nebraska,8/11/2018,320,,58,11,10,10,25,,,,70,11
Nebraska,8/18/2018,290,,63,10,10,,19,,,,56,
Nebraska,8/25/2018,326,,63,15,,,21,,,,72,18
Nebraska,9/1/2018,297,,61,13,13,,14,,,,63,14
Nebraska,9/8/2018,306,,73,14,,,20,,,,61,11
Nebraska,9/15/2018,331,,69,14,13,,21,,,,47,17
Nebraska,9/22/2018,315,,65,11,12,,23,,,,66,15
Nebraska,9/29/2018,314,,62,,18,,23,,,,67,
Nebraska,10/6/2018,327,,75,16,11,,22,,,,62,16
Nebraska,10/13/2018,328,,85,12,16,,23,,,0,61,10
Nebraska,10/20/2018,343,,69,11,13,,24,12,,,87,12
Nebraska,10/27/2018,328,,78,14,18,,20,,,,52,13
Nebraska,11/3/2018,306,,55,20,10,,18,,,,68,12
Nebraska,11/10/2018,335,,72,,19,,22,,,,65,14
Nebraska,11/17/2018,336,,62,11,16,,17,,10,,73,14
Nebraska,11/24/2018,308,,81,15,15,,17,0,,,61,17
Nebraska,12/1/2018,285,,49,11,12,0,22,,,,63,13
Nebraska,12/8/2018,327,,71,10,14,,24,,,,73,17
Nebraska,12/15/2018,345,,85,15,,,21,,,,62,17
Nebraska,12/22/2018,333,,69,14,10,,23,,,,68,15
Nebraska,12/29/2018,345,,74,12,13,11,24,,,,60,20
Nevada,1/4/2014,283,,49,,,19,24,,,,75,22
Nevada,1/11/2014,463,,95,,15,25,35,,,,119,20
Nevada,1/18/2014,455,,85,10,16,19,45,,11,,111,25
Nevada,1/25/2014,464,,79,,,28,41,,,,121,19
Nevada,2/1/2014,479,,106,,,23,41,,,,125,21
Nevada,2/8/2014,464,,97,,13,17,40,,13,,127,17
Nevada,2/15/2014,473,,106,,12,10,34,,13,,134,13
Nevada,2/22/2014,432,,85,11,,13,36,,10,,122,27
Nevada,3/1/2014,467,,106,,,12,35,,,,127,27
Nevada,3/8/2014,450,,119,,10,14,28,,14,,98,18
Nevada,3/15/2014,438,,96,,11,17,32,,,,114,24
Nevada,3/22/2014,433,,94,,14,13,29,,12,,102,21
Nevada,3/29/2014,446,,108,,,10,37,,,0,112,23
Nevada,4/5/2014,441,,88,11,11,12,29,,,,127,25
Nevada,4/12/2014,432,,105,,,16,32,,11,,117,13
Nevada,4/19/2014,420,,84,,,11,24,,12,,111,19
Nevada,4/26/2014,404,,82,,,20,30,0,,,110,26
Nevada,5/3/2014,381,,98,,,13,26,,,,92,16
Nevada,5/10/2014,427,,81,11,,12,29,,,,108,17
Nevada,5/17/2014,433,,85,,18,15,28,,,,140,15
Nevada,5/24/2014,403,,86,,13,15,22,,,0,116,19
Nevada,5/31/2014,397,,86,,10,,34,,,,90,16
Nevada,6/7/2014,413,,86,,11,17,25,,,,104,21
Nevada,6/14/2014,406,,84,,12,,22,,,,117,14
Nevada,6/21/2014,431,,96,,10,12,25,,10,,113,20
Nevada,6/28/2014,363,,99,,,18,28,,,,82,15
Nevada,7/5/2014,417,,96,10,,17,23,,,,118,18
Nevada,7/12/2014,448,,96,,12,,31,,,,136,11
Nevada,7/19/2014,433,,104,,18,13,26,,,,104,18
Nevada,7/26/2014,412,,93,,14,,18,,,0,120,13
Nevada,8/2/2014,394,,100,,10,11,26,,,,115,
Nevada,8/9/2014,410,,89,,11,10,19,,,,117,17
Nevada,8/16/2014,401,,101,,12,10,30,,,,93,18
Nevada,8/23/2014,396,,88,,10,12,21,,,,100,17
Nevada,8/30/2014,427,0,110,11,,13,31,,,0,114,17
Nevada,9/6/2014,417,,95,,12,15,22,,,0,115,17
Nevada,9/13/2014,418,,98,,13,10,28,,,,103,20
Nevada,9/20/2014,452,,100,,14,13,26,,,,134,17
Nevada,9/27/2014,414,0,108,,12,10,27,,,0,108,19
Nevada,10/4/2014,419,,96,,13,13,21,,,,122,23
Nevada,10/11/2014,424,,105,,,11,15,,,,107,27
Nevada,10/18/2014,452,,113,,13,15,28,,,0,121,24
Nevada,10/25/2014,442,,111,,19,,32,0,,,115,16
Nevada,11/1/2014,374,,95,,15,14,28,,,,94,18
Nevada,11/8/2014,433,,84,11,16,,31,,,,120,20
Nevada,11/15/2014,469,,107,10,12,11,35,,11,,124,27
Nevada,11/22/2014,433,,102,10,12,13,24,,,,120,16
Nevada,11/29/2014,421,,92,,11,13,29,,,,120,15
Nevada,12/6/2014,444,,101,,23,13,27,,,,118,21
Nevada,12/13/2014,412,,102,,17,19,30,,,,107,19
Nevada,12/20/2014,470,,111,,,20,36,,13,0,148,26
Nevada,12/27/2014,474,,105,,17,20,42,,,,122,24
Nevada,1/3/2015,465,,98,11,17,20,35,,,,129,22
Nevada,1/10/2015,520,,96,,16,25,35,,,,140,20
Nevada,1/17/2015,506,,100,,28,23,38,,,,143,18
Nevada,1/24/2015,484,,94,10,20,24,43,,11,,118,21
Nevada,1/31/2015,521,,123,12,17,15,41,,,,139,21
Nevada,2/7/2015,475,,95,,10,15,45,,,,132,17
Nevada,2/14/2015,460,,93,,17,21,40,,,,140,22
Nevada,2/21/2015,470,,87,13,17,15,44,,10,,116,19
Nevada,2/28/2015,436,,99,,,18,34,,,,123,15
Nevada,3/7/2015,484,,85,10,12,16,35,,,,143,29
Nevada,3/14/2015,478,,111,14,19,21,28,,,,113,26
Nevada,3/21/2015,509,,111,,18,19,42,,,,131,30
Nevada,3/28/2015,450,,103,11,20,13,35,,,,116,14
Nevada,4/4/2015,448,,97,,14,19,31,,,,122,17
Nevada,4/11/2015,406,,72,,16,,18,,10,,117,22
Nevada,4/18/2015,473,,117,,15,14,34,,,,119,26
Nevada,4/25/2015,473,,93,,25,15,30,,,,129,21
Nevada,5/2/2015,469,,82,,14,14,28,,,,139,26
Nevada,5/9/2015,439,,84,,13,,31,0,,,113,28
Nevada,5/16/2015,452,,96,13,15,,32,,,,127,24
Nevada,5/23/2015,400,0,89,,15,11,35,,,,98,18
Nevada,5/30/2015,442,,96,11,13,,26,,,,133,17
Nevada,6/6/2015,443,,91,,11,14,27,,,,130,15
Nevada,6/13/2015,421,,86,,14,11,43,,,,124,28
Nevada,6/20/2015,460,,106,,20,,24,,10,,113,11
Nevada,6/27/2015,458,,103,10,16,12,24,,11,,135,20
Nevada,7/4/2015,465,,107,,21,,26,,,,124,23
Nevada,7/11/2015,435,,95,,19,14,21,,,,124,23
Nevada,7/18/2015,435,,82,,12,,31,,,,121,23
Nevada,7/25/2015,415,,94,,17,,31,,,0,123,21
Nevada,8/1/2015,394,,87,,15,15,34,,,0,100,21
Nevada,8/8/2015,433,,90,,13,19,33,,,,120,16
Nevada,8/15/2015,439,,108,10,17,13,24,,,,105,27
Nevada,8/22/2015,464,,105,11,21,10,38,,,,116,23
Nevada,8/29/2015,407,,86,,16,10,25,,11,,100,17
Nevada,9/5/2015,437,,101,,22,12,17,,,,110,25
Nevada,9/12/2015,390,,74,,16,11,19,,,,121,19
Nevada,9/19/2015,428,,103,,12,12,21,,,0,108,28
Nevada,9/26/2015,431,,98,,15,13,28,,,,105,29
Nevada,10/3/2015,418,,94,,15,11,29,,,,107,13
Nevada,10/10/2015,445,,102,,13,17,26,,,,101,24
Nevada,10/17/2015,440,,97,11,16,,26,,,,123,22
Nevada,10/24/2015,437,,108,12,18,10,33,,,,103,22
Nevada,10/31/2015,421,,84,,18,,31,,,,108,26
Nevada,11/7/2015,449,,115,12,15,,27,,,0,113,19
Nevada,11/14/2015,476,,86,10,26,,46,,,,121,28
Nevada,11/21/2015,484,,91,,24,11,36,,,,141,30
Nevada,11/28/2015,478,,95,,18,,29,,,,138,23
Nevada,12/5/2015,485,,86,,27,14,34,,,,144,22
Nevada,12/12/2015,511,,104,,21,,36,,,,166,20
Nevada,12/19/2015,438,,80,,22,13,29,,,,135,25
Nevada,12/26/2015,440,,80,10,16,11,35,,,,109,24
Nevada,1/2/2016,522,,109,16,,20,40,0,,,144,27
Nevada,1/9/2016,508,,113,,15,15,33,,10,,132,24
Nevada,1/16/2016,488,,93,13,20,,32,,,,146,29
Nevada,1/23/2016,479,,86,10,20,13,46,,,,129,25
Nevada,1/30/2016,461,,112,,13,,37,,,,115,20
Nevada,2/6/2016,540,,116,,11,17,47,,,,151,26
Nevada,2/13/2016,520,,110,10,17,18,44,,10,,152,16
Nevada,2/20/2016,499,,93,17,,16,43,,,,125,21
Nevada,2/27/2016,523,,98,15,16,14,52,,,,139,27
